22	0.3	0.031786336	0.002210743
22	0.35	0.014031758	0.00220339
22	0.4	0.006897427	0.002252676
22	0.45	0.003678959	0.002317486
23	0.3	0.034898121	0.002200307
23	0.35	0.015305673	0.002130452
23	0.4	0.007536307	0.002178414
23	0.45	0.004021692	0.002237657
24	0.3	0.037969052	0.00220011
24	0.35	0.016622584	0.002069406
24	0.4	0.008205387	0.002112117
24	0.45	0.00437117	0.002164713
25	0.3	0.041250805	0.002201683
25	0.35	0.018149558	0.00201357
25	0.4	0.008866856	0.002042819
25	0.45	0.004748154	0.00209743
26	0.3	0.044632411	0.002201067
26	0.35	0.019605184	0.002004912
26	0.4	0.009617209	0.001985454
26	0.45	0.00513021	0.00203112
27	0.3	0.047572434	0.002203646
27	0.35	0.021104377	0.002002713
27	0.4	0.010368535	0.001933943
27	0.45	0.005528424	0.001971415
27	0.5	0.003160182	0.00311786
28	0.3	0.049752705	0.002202491
28	0.35	0.022771434	0.002007443
28	0.4	0.011138346	0.001880607
28	0.45	0.005950407	0.001917713
28	0.5	0.003398435	0.003027775
29	0.3	0.049950573	0.002314784
29	0.35	0.024419881	0.002008315
29	0.4	0.011972628	0.001828446
29	0.45	0.006393687	0.001865555
29	0.5	0.003645569	0.002942969
30	0.3	0.049785904	0.002480786
30	0.35	0.026083219	0.00200336
30	0.4	0.012809613	0.001792327
30	0.45	0.006833753	0.001820747
30	0.5	0.003898392	0.002863521
31	0.35	0.02788041	0.002000023
31	0.4	0.013574523	0.001743144
31	0.45	0.007282516	0.001772505
31	0.5	0.004164797	0.002789157
32	0.35	0.029530829	0.002000612
32	0.4	0.014564895	0.001711653
32	0.45	0.007785955	0.001739598
32	0.5	0.004438142	0.002719483
33	0.35	0.031629874	0.002001917
33	0.4	0.015373388	0.001670903
33	0.45	0.008280103	0.001693145
33	0.5	0.004719825	0.002654236
34	0.35	0.033574418	0.002000835
34	0.4	0.01645821	0.001631773
34	0.45	0.008749813	0.001653715
34	0.5	0.005011069	0.002594733
35	0.35	0.035570075	0.002005436
35	0.4	0.017446326	0.001598954
35	0.45	0.009302223	0.001618553
35	0.5	0.005306332	0.002532839
36	0.35	0.037553055	0.002002222
36	0.4	0.018468212	0.001570753
36	0.45	0.009837884	0.001586015
36	0.5	0.00561443	0.002477517
37	0.35	0.039709029	0.002000084
37	0.4	0.019432363	0.00154121
37	0.45	0.010376957	0.001556765
37	0.5	0.005921794	0.002426217
38	0.4	0.020266797	0.00151218
38	0.45	0.010937117	0.001530411
38	0.5	0.006255114	0.002375606
39	0.4	0.021414029	0.001500066
39	0.45	0.011559748	0.001495852
39	0.5	0.006572917	0.002326558
40	0.4	0.022769914	0.001500276
40	0.45	0.012142852	0.001468059
40	0.5	0.006917971	0.002281482
41	0.4	0.023934737	0.001500539
41	0.45	0.012770453	0.001443773
41	0.5	0.007246003	0.002241023
42	0.4	0.025129165	0.001505606
42	0.45	0.013403534	0.001421619
42	0.5	0.00761071	0.002197069
43	0.4	0.026287158	0.001502966
43	0.45	0.014047916	0.001395226
43	0.5	0.008013022	0.002158805
44	0.4	0.027372533	0.001502969
44	0.45	0.014690528	0.001373068
44	0.5	0.008371179	0.002120026
45	0.4	0.028755224	0.001505912
45	0.45	0.01534338	0.001354813
45	0.5	0.008775685	0.002089492
45	0.6	0.003319521	0.003160956
46	0.4	0.03014123	0.001500497
46	0.45	0.015973997	0.001338904
46	0.5	0.009156578	0.002050035
46	0.6	0.003468274	0.003105175
47	0.4	0.031377388	0.00150065
47	0.45	0.016783452	0.001317796
47	0.5	0.009573698	0.002017379
47	0.6	0.003619555	0.003051789
48	0.45	0.017504466	0.001302117
48	0.5	0.009984522	0.001988828
48	0.6	0.003777175	0.003000523
49	0.45	0.018231638	0.001301868
49	0.5	0.010370501	0.001955658
49	0.6	0.003935305	0.002951047
50	0.45	0.018925446	0.00130371
50	0.5	0.010831131	0.001928417
50	0.6	0.004097946	0.002903395
51	0.45	0.019769027	0.001303117
51	0.5	0.011201701	0.001900797
51	0.6	0.004261692	0.002858632
52	0.45	0.020442314	0.001303776
52	0.5	0.011677266	0.001872099
52	0.6	0.004432645	0.002813612
53	0.45	0.021310972	0.001301175
53	0.5	0.01215739	0.001850781
53	0.6	0.004597532	0.002772856
54	0.45	0.022005316	0.001303895
54	0.5	0.012626723	0.001825564
54	0.6	0.004775867	0.002731359
55	0.45	0.022974107	0.001301941
55	0.5	0.013042868	0.00179808
55	0.6	0.004959101	0.002691331
56	0.45	0.023578703	0.001300886
