579	184
580	300
581	469
582	448
584	362
584	363
584	198
585	362
585	198
587	469
587	183
588	173
589	173
593	158
593	159
594	158
594	159
595	162
595	164
596	162
596	164
596	163
597	163
597	170
598	163
598	170
599	55
599	57
600	55
600	57
601	72
601	66
602	132
602	134
603	132
603	134
605	434
605	280
606	116
606	389
606	73
607	116
607	498
608	326
608	452
608	255
609	326
609	452
609	260
610	260
610	261
610	326
611	264
611	265
612	327
612	328
612	264
613	327
613	328
614	448
614	309
614	327
615	498
616	220
617	220
618	244
619	244
620	242
621	238
622	238
623	448
623	309
624	255
624	256
625	357
625	280
625	341
626	357
626	341
626	360
627	360
627	357
627	342
628	360
628	342
629	361
629	344
630	325
631	325
632	338
633	362
633	481
634	300
634	297
635	338
636	334
637	334
638	464
639	464
640	403
640	30
640	20
641	300
641	297
642	469
643	159
643	403
643	30
644	159
645	164
645	162
646	164
646	170
647	170
648	170
649	57
650	57
651	469
652	413
652	77
652	485
653	134
654	134
654	42
654	46
655	434
655	277
655	343
657	256
657	255
658	256
658	255
658	452
658	326
659	452
659	256
660	452
660	261
661	261
661	452
663	265
664	328
664	265
665	328
665	327
666	309
666	328
666	448
667	309
667	448
669	465
669	459
670	343
671	280
671	434
671	277
671	341
671	357
672	341
672	357
673	341
673	342
674	342
674	341
674	360
675	342
676	344
676	361
677	346
677	344
677	364
677	361
678	346
678	345
678	363
678	364
679	72
679	215
679	68
680	215
681	232
682	232
683	242
683	231
684	231
685	345
685	481
685	363
685	362
686	481
687	297
687	484
688	230
689	424
689	228
689	230
689	223
690	463
690	449
690	324
690	314
691	324
692	337
693	337
694	333
695	333
696	316
697	316
698	261
698	262
699	265
699	266
700	328
700	330
700	265
701	309
701	310
702	309
702	310
703	31
703	30
704	160
704	31
704	159
704	30
705	160
705	159
706	165
706	164
707	171
707	170
707	58
707	57
708	135
708	58
708	134
708	57
709	135
709	46
709	134
709	43
709	42
710	257
710	256
711	329
711	452
711	257
711	261
711	256
711	262
712	349
712	343
712	459
712	302
712	465
713	278
713	277
713	349
713	343
713	433
713	434
714	347
714	341
714	278
714	277
714	433
714	434
715	348
715	342
715	347
715	341
716	350
716	344
717	352
717	346
717	344
717	350
718	346
718	345
718	351
718	352
719	345
719	351
719	481
719	479
720	479
720	484
720	298
720	481
720	297
722	232
723	231
724	230
725	257
725	329
726	215
727	232
727	231
728	324
729	337
730	337
731	333
732	160
733	165
734	171
734	409
735	58
735	59
736	135
736	58
736	59
736	136
738	171
738	409
738	165
740	266
741	330
741	266
742	330
743	310
743	311
744	329
744	262
744	339
744	460
746	347
746	468
747	347
747	468
747	348
748	348
748	282
748	347
749	348
749	282
750	350
750	286
751	479
751	287
752	298
752	484
752	268
753	257
753	258
754	349
754	302
755	160
755	31
755	32
756	161
756	160
757	161
757	160
758	166
759	409
760	59
761	59
762	136
762	135
763	136
763	135
764	44
764	135
764	43
764	46
764	136
765	69
766	216
767	235
768	235
769	234
770	234
771	233
772	216
773	339
773	258
773	329
774	339
774	460
774	329
775	432
775	298
775	431
775	268
776	462
777	340
777	462
777	330
778	340
778	330
779	311
779	310
780	457
780	313
780	324
780	314
781	323
782	323
783	336
784	336
785	332
786	433
786	283
786	278
786	347
786	468
787	468
787	283
788	458
788	332
789	468
789	282
790	282
791	286
792	352
792	295
792	350
792	286
793	351
793	352
793	295
793	290
794	290
794	351
794	287
794	479
795	394
796	282
796	468
796	348
797	287
798	268
799	233
801	224
801	450
801	230
801	223
802	311
802	310
805	161
806	161
808	166
808	138
809	166
809	409
809	138
810	409
810	166
810	139
811	409
811	139
812	59
813	59
813	53
814	136
814	130
815	136
816	216
818	216
819	235
820	233
821	233
822	323
823	323
824	336
825	336
826	332
827	295
827	290
828	258
828	147
829	339
829	258
829	461
829	147
830	339
830	460
830	461
831	460
831	148
833	462
833	149
834	462
834	149
835	340
835	155
835	462
836	340
836	155
836	311
837	311
837	439
838	311
840	234
840	146
841	69
843	234
843	217
844	145
845	224
845	145
846	457
846	152
846	446
847	446
848	154
848	456
848	336
849	458
849	332
849	153
849	154
850	458
850	153
851	456
852	468
852	282
852	470
853	105
854	120
855	282
855	470
856	286
856	156
857	295
857	496
857	286
857	156
858	290
858	483
858	287
858	157
859	287
859	157
860	120
861	15
862	32
862	25
862	31
863	137
863	32
863	25
864	137
865	138
866	268
866	151
867	138
867	139
868	139
868	138
869	139
870	53
871	53
872	130
873	437
873	302
874	437
875	44
876	473
877	473
878	471
879	130
879	44
880	137
881	138
882	138
883	139
884	139
885	53
886	53
887	130
889	473
890	471
891	145
894	70
895	143
896	217
898	461
899	155
899	439
901	446
902	456
903	154
904	105
904	106
905	106
905	121
905	105
906	121
906	120
907	121
907	120
908	16
908	15
909	26
909	137
909	25
910	476
910	477
910	496
910	483
910	475
910	478
910	156
910	157
911	26
911	25
912	140
913	140
914	141
915	141
916	142
916	141
917	54
918	131
919	40
919	130
920	142
921	54
922	131
923	65
923	70
928	154
929	473
930	471
931	155
932	65
933	461
935	446
937	140
938	140
939	141
940	141
940	142
941	142
941	141
942	142
943	54
944	54
945	131
947	146
947	150
948	476
948	477
949	106
950	121
950	119
950	401
950	106
951	16
952	24
952	26
953	125
953	26
953	24
954	125
955	126
956	126
956	127
957	127
957	126
958	127
959	52
960	124
960	52
961	39
961	124
962	64
963	128
964	128
964	143
965	129
966	39
966	124
967	64
967	128
968	128
968	129
969	124
969	52
970	127
970	52
971	125
972	443
973	119
973	379
973	395
973	14
974	441
975	379
975	380
977	384
978	441
979	384
979	60
979	33
981	441
982	414
982	60
983	33
985	45
985	414
985	60
985	33
986	415
988	415
989	45
989	33
990	45
990	414
990	38
990	112
991	387
991	47
992	214
992	415
993	45
993	38
994	486
994	377
995	214
995	415
996	301
997	214
997	113
998	214
999	67
999	47
1000	34
1000	112
1000	38
1001	373
1002	34
1002	38
1003	305
1004	113
1005	113
1006	305
1007	416
1008	63
1008	67
1009	34
1010	305
1011	416
1011	113
1012	416
1013	67
1013	63
1014	63
1014	388
1015	305
1016	372
1017	304
1018	222
1018	420
1019	385
1019	61
1020	229
1020	385
1020	61
1021	388
1021	63
1022	304
1023	222
1023	114
1024	115
1024	229
1025	229
1025	61
1026	115
1026	51
1026	229
1027	371
1028	303
1028	304
1029	304
1029	303
1030	61
1030	51
1032	396
1033	397
1034	396
1035	397
1038	23
1039	165
1039	171
1040	121
1040	119
11	210
12	210
18	210
19	206
20	209
28	210
64	272
76	210
97	210
114	213
125	247
129	284
131	269
144	272
146	299
147	411
156	466
158	269
195	284
206	411
231	218
234	240
239	82
240	82
241	426
242	89
246	430
256	284
278	425
286	96
307	89
313	451
318	453
347	367
356	62
371	87
372	86
398	367
452	186
466	196
480	162
516	196
571	255
583	448
586	464
590	196
591	196
592	196
604	465
656	255
662	261
668	448
721	215
737	333
739	262
745	310
800	257
803	311
804	18
807	437
817	437
832	258
839	311
842	217
888	217
892	144
893	143
897	147
900	439
924	148
925	146
926	145
927	145
934	439
936	147
946	144
976	441
980	414
984	415
987	415
1031	396
1036	396
1037	397
