1	396054.049	4320889.322	10.8
2	397186.482	4320884.289	9.4
3	399144.247	4320875.588	10.0
4	398212.697	4320879.728	10.0
5	400041.929	4320871.599	10.0
6	395356.589	4320892.422	10.3
7	397716.776	4320881.932	9.3
8	395639.390	4320891.165	10.8
9	402498.586	4320860.680	10.0
10	401269.082	4320866.145	10.9
11	396047.561	4318368.065	8.0
12	396052.364	4320234.433	10.3
13	396049.742	4319215.691	9.4
14	396041.151	4315877.066	8.0
15	396043.295	4316710.393	8.0
16	396042.271	4316312.386	8.0
17	396045.699	4317644.604	8.0
18	396045.193	4317447.722	8.0
19	396051.148	4319761.997	10.3
20	396579.643	4318365.829	8.0
21	397186.558	4319694.467	9.4
22	397186.524	4320230.836	9.4
23	396583.053	4319225.074	9.4
24	396569.742	4315870.820	8.7
25	396573.072	4316709.829	8.7
26	396571.484	4316309.659	8.7
27	396979.455	4315198.470	8.0
28	396581.043	4318718.496	9.3
29	396850.528	4319433.111	9.4
30	396576.777	4317643.520	9.3
31	396575.991	4317445.498	9.3
32	396574.564	4317085.771	9.3
33	398500.733	4314472.373	9.3
34	397804.282	4313396.161	10.8
35	399135.782	4319127.934	9.3
36	399138.508	4319690.671	9.8
37	399141.094	4320224.637	10.0
38	398038.863	4313758.655	10.0
39	399119.983	4315866.200	8.7
40	399122.067	4316296.515	8.7
41	399132.116	4318371.063	8.7
42	399128.567	4317638.311	8.7
43	399127.581	4317434.808	8.7
44	399125.891	4317085.873	8.7
45	398272.599	4314119.841	9.4
46	399128.071	4317535.967	8.7
47	399777.698	4313667.951	8.0
48	398204.336	4319131.858	9.8
49	398207.018	4319692.483	10.0
50	398209.578	4320227.592	10.0
51	400934.996	4311947.428	9.3
52	398188.725	4315868.409	8.7
53	398192.742	4316708.105	9.3
54	398190.796	4316301.314	8.7
55	398198.851	4317985.186	9.3
56	398200.718	4318375.443	9.3
57	398197.201	4317640.212	9.3
58	398196.237	4317438.710	9.3
59	398194.589	4317094.287	9.3
60	398225.928	4314683.319	9.3
61	401216.632	4312497.289	8.7
62	400033.647	4319124.152	9.3
63	399299.316	4312928.634	10.0
64	400018.196	4315864.069	8.0
65	400020.224	4316291.887	8.0
66	400030.058	4318366.841	8.8
67	399544.047	4313306.854	9.4
68	400026.100	4317531.805	8.8
69	400024.020	4317092.910	8.8
70	400022.148	4316697.980	8.8
71	400038.878	4320227.838	10.0
72	400028.251	4317985.571	8.8
73	394702.685	4318373.718	9.4
74	395514.146	4318370.307	8.0
75	397002.546	4318364.051	8.0
76	397440.694	4318718.355	8.0
77	414411.086	4319063.586	8.8
78	400654.870	4319121.535	10.0
79	402495.150	4319113.782	8.0
80	401993.417	4319115.896	9.7
81	401578.568	4319117.644	10.0
82	403218.129	4319110.737	9.3
83	403904.778	4319107.844	9.7
84	404508.313	4319105.302	9.7
85	410515.798	4319079.995	11.7
86	413533.463	4319067.283	9.4
87	412890.914	4319069.989	9.4
88	409064.656	4319086.108	11.8
89	405237.063	4319102.232	9.3
90	405967.801	4319099.154	11.7
91	407747.138	4319091.658	11.8
92	406433.853	4319097.190	11.7
93	407263.877	4319093.694	11.8
94	410849.050	4319078.591	11.7
95	411164.893	4319077.260	11.7
96	409852.941	4319082.787	10.1
97	411561.034	4319075.592	10.1
98	412501.229	4319071.631	8.8
99	412133.572	4319073.180	8.3
100	408549.538	4319088.278	11.8
101	411945.549	4319073.972	8.0
102	397716.550	4319693.437	9.3
103	395029.300	4319782.846	9.3
104	394713.487	4318961.734	9.4
105	394874.528	4316711.637	9.8
106	395042.999	4316317.535	9.8
107	396645.992	4314675.874	8.0
108	394687.457	4317544.753	9.3
109	397716.652	4320229.155	9.3
110	395646.634	4320235.719	10.3
111	396584.394	4320232.746	10.3
112	397696.645	4313984.009	10.0
113	398711.481	4313315.729	10.0
114	400153.199	4312366.344	9.0
115	400530.421	4312117.940	9.3
116	394695.971	4318008.212	9.4
117	395223.786	4318961.644	8.0
118	395505.726	4319206.120	9.3
119	395496.271	4315883.503	9.8
120	395502.219	4316710.969	9.3
121	395499.374	4316315.183	9.8
122	395508.247	4317549.668	9.3
123	395275.524	4319484.786	9.3
124	398636.902	4315867.346	8.7
125	396991.782	4315870.197	8.7
126	397407.684	4315869.582	8.7
127	397709.207	4315869.137	8.7
128	400643.644	4315862.585	9.4
129	401095.231	4315861.513	9.4
130	398643.365	4316707.625	9.3
131	398640.222	4316298.998	8.7
132	398653.189	4317985.135	9.8
133	398656.174	4318373.301	9.8
134	398650.530	4317639.287	9.3
135	398648.972	4317436.813	9.3
136	398646.307	4317090.206	9.3
137	396995.404	4316709.379	9.3
138	397403.499	4316708.945	8.7
139	397713.479	4316708.615	8.7
140	396993.670	4316307.483	8.7
141	397405.511	4316305.361	8.7
142	397711.419	4316303.784	8.7
143	400645.112	4316288.667	8.0
144	402490.376	4316687.323	8.0
145	401977.801	4316689.143	8.0
146	401573.394	4316690.578	8.0
147	403226.266	4316684.710	8.7
148	403890.997	4316682.351	8.7
149	404521.508	4316680.112	8.7
150	401105.609	4316286.294	8.0
151	412882.507	4316650.430	8.3
152	405957.710	4316675.013	11.2
153	407730.002	4316668.722	10.1
154	407255.314	4316670.407	11.7
155	404868.572	4316678.880	8.7
156	411549.190	4316655.163	10.1
157	412494.036	4316651.809	8.3
158	397000.911	4317985.320	9.8
159	396999.432	4317642.657	9.8
160	396998.574	4317443.728	9.8
161	396997.015	4317082.610	9.3
162	397397.135	4317985.276	9.3
163	397719.976	4317985.240	8.7
164	397398.848	4317641.842	9.3
165	397399.844	4317442.047	9.3
166	397401.651	4317079.583	9.3
167	397197.576	4319012.797	9.3
168	395651.869	4319761.997	10.3
169	397721.973	4318377.694	8.7
170	397718.225	4317641.190	8.7
171	397717.205	4317440.717	8.7
172	396578.971	4319761.997	10.3
173	414223.710	4318300.099	8.3
174	400652.260	4318363.915	9.7
175	402493.657	4318355.256	8.0
176	401988.537	4318357.632	9.3
177	401576.952	4318359.567	9.7
178	401106.374	4318361.780	9.7
179	403220.674	4318351.838	9.3
180	403900.465	4318348.641	9.7
181	404512.445	4318345.764	9.3
182	410516.367	4318317.532	11.7
183	413532.660	4318303.348	8.8
184	412888.261	4318306.378	9.4
185	409058.498	4318324.387	8.0
186	405232.849	4318342.376	9.3
187	405964.636	4318338.935	11.7
188	407741.755	4318330.579	11.8
189	406431.668	4318336.739	11.7
190	403580.300	4318350.147	9.3
191	404874.094	4318344.063	9.3
192	407261.188	4318332.838	11.8
193	406829.680	4318334.867	11.7
194	410840.817	4318316.006	11.7
195	411163.166	4318314.490	11.7
