1	5.20	0.00	3.01	52.03
2	3.43	0.00	1.98	34.26
3	6.01	0.00	3.48	60.09
4	2.73	0.00	1.58	27.33
5	10.26	0.00	5.93	102.56
6	6.16	0.00	3.57	61.63
7	6.16	0.00	3.57	61.63
8	44.45	0.00	25.72	444.51
9	37.97	0.00	21.97	379.66
10	16.56	0.00	11.50	0.00
11	4.94	0.00	2.86	49.44
12	3.84	0.00	2.22	38.43
13	12.41	0.00	7.18	124.08
14	7.55	0.00	4.37	75.48
15	3.29	0.00	1.90	32.88
16	9.81	0.00	5.68	98.12
17	24.83	0.00	17.24	0.00
18	3.14	0.00	1.82	31.41
19	5.55	0.00	3.21	55.48
20	5.56	0.00	3.22	55.56
21	5.41	0.00	3.13	54.05
22	1.78	0.00	1.03	17.77
23	3.29	0.00	1.90	32.86
24	15.73	0.00	10.92	0.00
25	11.50	0.00	6.66	115.03
26	2.79	0.00	1.61	27.88
27	3.94	0.00	2.73	0.00
28	3.49	0.00	2.02	34.93
29	3.90	0.00	2.26	38.99
30	3.98	0.00	2.30	39.76
31	3.00	0.00	1.74	30.00
32	4.54	0.00	2.63	45.41
33	1.39	0.00	0.80	13.87
34	5.70	0.00	3.30	57.03
35	3.34	0.00	1.93	33.40
36	18.91	0.00	10.94	189.12
37	7.46	0.00	4.32	74.64
38	9.32	0.00	5.39	93.21
39	26.24	0.00	15.18	262.39
40	3.44	0.00	2.39	0.00
41	5.01	0.00	3.48	0.00
42	12.20	0.00	8.47	0.00
43	10.96	0.00	7.61	0.00
44	19.19	0.00	13.32	0.00
45	13.78	0.00	7.97	137.77
46	6.48	0.00	3.75	64.83
47	12.47	0.00	8.66	0.00
48	3.53	0.00	2.45	0.00
49	10.25	0.00	7.12	0.00
50	18.57	0.00	10.74	185.67
51	6.88	0.00	3.98	68.84
52	4.53	0.00	2.62	45.29
53	6.23	0.00	3.61	62.32
54	7.03	0.00	4.07	70.27
55	3.36	0.00	1.94	33.58
56	3.95	0.00	2.28	39.45
57	1.64	0.00	0.95	16.36
58	5.68	0.00	3.29	56.80
59	4.48	0.00	2.59	44.78
60	25.99	0.00	15.04	259.95
61	3.75	0.00	2.17	37.50
62	3.27	0.00	1.89	32.72
63	2.32	0.00	1.34	23.22
64	3.53	0.00	2.05	35.35
65	1.99	0.00	1.15	19.94
66	3.69	0.00	2.56	0.00
67	3.71	0.00	2.58	0.00
68	1.62	0.00	0.94	16.18
69	2.63	0.00	1.52	26.33
70	2.01	0.00	1.17	20.14
71	1.62	0.00	0.94	16.18
72	1.71	0.00	0.99	17.13
73	1.71	0.00	0.99	17.13
74	3.80	0.00	2.20	37.97
75	3.67	0.00	2.12	36.71
76	3.81	0.00	2.21	38.10
77	6.14	0.00	3.56	61.45
78	2.78	0.00	1.61	27.83
79	5.56	0.00	3.22	55.57
80	4.17	0.00	2.41	41.66
81	4.90	0.00	2.84	49.04
82	4.07	0.00	2.36	40.74
83	1.97	0.00	1.14	19.67
84	6.04	0.00	3.50	60.41
85	7.38	0.00	4.27	73.83
86	8.15	0.00	5.66	0.00
87	4.89	0.00	2.83	48.88
88	5.16	0.00	2.99	51.63
89	3.71	0.00	2.15	37.09
90	5.27	0.00	3.05	52.68
91	3.36	0.00	2.33	0.00
92	3.36	0.00	2.33	0.00
93	1.46	0.00	0.85	14.64
94	1.81	0.00	1.05	18.08
95	2.72	0.00	1.57	27.19
96	19.08	0.00	11.04	190.78
97	3.04	0.00	1.76	30.43
98	1.46	0.00	0.85	14.64
99	1.55	0.00	0.90	15.47
100	1.53	0.00	0.89	15.32
101	12.09	0.00	6.99	120.87
102	2.91	0.00	1.68	29.09
103	3.00	0.00	1.73	29.96
104	3.47	0.00	2.01	34.71
105	3.53	0.00	2.05	35.35
106	4.02	0.00	2.33	40.18
107	3.08	0.00	1.78	30.82
108	1.67	0.00	0.97	16.72
109	4.71	0.00	2.73	47.13
110	9.11	0.00	5.27	91.13
111	1.75	0.00	1.01	17.48
112	11.92	0.00	6.90	119.15
113	2.87	0.00	1.66	28.68
114	8.65	0.00	5.01	86.53
115	16.51	0.00	11.46	0.00
116	5.29	0.00	3.06	52.89
117	7.05	0.00	4.89	0.00
118	6.95	0.00	4.83	0.00
119	15.54	0.00	8.99	155.41
120	1.72	0.00	1.00	17.22
121	6.68	0.00	3.86	66.76
122	3.39	0.00	1.96	33.94
123	3.73	0.00	2.16	37.34
124	1.67	0.00	0.97	16.72
125	5.97	0.00	3.46	59.73
126	4.57	0.00	2.64	45.68
127	3.99	0.00	2.31	39.88
128	5.08	0.00	3.53	0.00
129	6.43	0.00	4.46	0.00
130	0.72	0.00	0.42	7.18
131	5.02	0.00	2.90	50.17
132	6.67	0.00	3.86	66.72
133	0.88	0.00	0.51	8.84
134	1.16	0.00	0.67	11.56
135	1.09	0.00	0.63	10.92
136	1.36	0.00	0.79	13.64
137	1.16	0.00	0.67	11.58
138	1.56	0.00	0.90	15.57
139	2.00	0.00	1.16	19.99
140	1.16	0.00	0.67	11.56
141	1.16	0.00	0.67	11.65
142	3.92	0.00	2.27	39.19
143	15.13	0.00	8.76	151.30
144	9.37	0.00	5.42	93.72
145	6.29	0.00	3.64	62.93
146	1.84	0.00	1.07	18.41
147	3.13	0.00	1.81	31.33
148	3.55	0.00	2.05	35.49
149	4.29	0.00	2.48	42.93
150	2.30	0.00	1.33	22.96
151	6.72	0.00	3.89	67.15
152	3.74	0.00	2.16	37.38
153	8.07	0.00	4.67	80.70
154	8.97	0.00	5.19	89.70
155	14.79	0.00	8.56	147.92
156	1.52	0.00	0.88	15.23
157	2.08	0.00	1.21	20.82
158	1.33	0.00	0.77	13.29
159	0.86	0.00	0.60	0.00
160	1.14	0.00	0.66	11.35
161	3.39	0.00	2.35	0.00
162	2.02	0.00	1.17	20.18
163	1.23	0.00	0.71	12.33
164	1.54	0.00	0.89	15.41
165	1.00	0.00	0.58	10.02
166	1.31	0.00	0.76	13.07
167	1.31	0.00	0.76	13.10
168	1.62	0.00	0.94	16.22
169	1.74	0.00	1.01	17.43
170	3.87	0.00	2.24	38.74
171	9.91	0.00	5.74	99.14
172	1.25	0.00	0.73	12.53
173	1.46	0.00	0.85	14.64
174	5.82	0.00	3.37	58.24
175	7.92	0.00	4.58	79.22
176	1.84	0.00	1.06	18.40
177	5.75	0.00	3.33	57.51
178	4.32	0.00	2.50	43.16
179	7.21	0.00	4.18	72.15
180	1.75	0.00	1.01	17.49
181	4.94	0.00	2.86	49.35
182	6.66	0.00	3.85	66.55
183	32.85	0.00	19.01	328.50
184	6.78	0.00	3.93	67.84
185	8.96	0.00	5.19	89.60
186	9.66	0.00	5.59	96.58
187	6.31	0.00	3.65	63.08
188	9.73	0.00	5.63	97.26
189	2.92	0.00	1.69	29.19
190	2.54	0.00	1.47	25.38
191	3.31	0.00	1.92	33.13
192	3.23	0.00	1.87	32.30
193	1.09	0.00	0.63	10.88
194	3.19	0.00	2.22	0.00
195	1.52	0.00	0.88	15.18
196	2.49	0.00	1.73	0.00
197	0.87	0.00	0.50	8.70
198	1.23	0.00	0.71	12.33
199	1.23	0.00	0.71	12.30
200	1.52	0.00	0.88	15.23
201	1.38	0.00	0.80	13.78
202	1.23	0.00	0.71	12.33
203	7.25	0.00	4.20	72.54
204	1.33	0.00	0.77	13.31
205	1.31	0.00	0.76	13.05
206	5.00	0.00	2.90	50.03
207	8.01	0.00	4.64	80.12
208	2.55	0.00	1.48	25.51
209	8.44	0.00	4.89	84.45
210	5.69	0.00	3.29	56.90
211	5.05	0.00	2.93	50.55
212	5.41	0.00	3.13	54.10
213	7.68	0.00	4.45	76.84
214	0.88	0.00	0.51	8.77
215	1.23	0.00	0.71	12.33
216	1.29	0.00	0.75	12.89
217	5.09	0.00	2.95	50.93
218	1.31	0.00	0.76	13.10
219	1.59	0.00	0.92	15.88
220	1.31	0.00	0.76	13.10
221	2.90	0.00	2.01	0.00
222	6.69	0.00	3.87	66.86
223	2.27	0.00	1.31	22.68
224	7.94	0.00	4.59	79.37
225	3.05	0.00	1.76	30.45
226	6.16	0.00	3.57	61.61
227	7.29	0.00	4.22	72.94
228	1.81	0.00	1.05	18.13
229	4.84	0.00	2.80	48.35
230	4.90	0.00	2.84	49.03
231	3.81	0.00	2.20	38.07
232	3.01	0.00	1.74	30.09
233	4.21	0.00	2.44	42.10
234	3.66	0.00	2.12	36.62
235	3.51	0.00	2.03	35.12
236	3.64	0.00	2.11	36.44
237	4.89	0.00	2.83	48.88
238	3.47	0.00	2.01	34.67
239	3.08	0.00	1.78	30.82
240	5.59	0.00	3.23	55.86
241	14.38	0.00	8.32	143.80
242	5.95	0.00	3.44	59.46
243	8.73	0.00	5.05	87.30
244	8.11	0.00	4.70	81.14
245	7.50	0.00	4.34	75.04
246	6.62	0.00	3.83	66.16
