1	24	214.3	208.7	41	29585.3181	4.5454	1.0000	29.5479
2	25	213.9	206.3	34	32791.9551	5.7836	1.0000	29.5479
3	10	226.5	203.0	33	47700.2788	8.8123	0.5225	32.1247
4	24	219.9	193.5	47	32353.6361	5.4603	0.5222	32.1259
5	12	223.9	200.4	47	43012.1702	9.7063	0.5198	32.1392
6	25	213.9	183.9	34	26919.2611	3.8706	0.5182	32.1474
7	10	228.0	202.1	49	37202.9429	6.6377	0.5121	32.1805
8	9	224.5	196.3	41	37089.3912	6.7131	0.5075	32.2051
9	1	223.0	199.9	38	65145.7252	12.2175	0.4984	32.2544
10	24	214.3	182.0	41	24715.8476	2.9550	0.4966	32.2639
11	23	213.7	185.0	38	29940.0862	4.7865	0.4904	32.2977
12	21	224.1	186.3	51	29309.9175	4.4720	0.4880	32.3104
13	16	223.1	182.5	44	30194.6346	5.3633	0.4837	32.3340
14	17	223.9	184.8	47	31338.2270	4.9858	0.4798	32.3548
15	25	208.8	179.3	46	27281.3894	3.6689	0.4772	32.3689
16	15	222.3	181.6	47	30552.8301	5.3575	0.4689	32.4134
17	26	217.6	180.2	42	25987.3992	3.4474	0.4688	32.4142
18	19	211.9	176.1	35	29272.9868	4.9971	0.4643	32.4385
19	24	214.3	0.0	41	19563.9309	1.8889	0.0000	34.9438
20	25	213.9	0.0	34	20730.9571	2.6366	0.0000	34.9438
