PipeID,UpNode,DownNode,UpBottomElev,DownBottomElev,Shape,Height,Width,HydrolicRadius,Length,Slope,DesignFlow,CapitalCost(CNY),HasPump
764,287,157,7.50,6.00,CIRC,0.20,0.20,0.05,392.80,0.00,3,22041,0
538,151,268,3.44,1.93,CIRC,0.20,0.20,0.05,393.39,0.00,15,112568,0
783,290,483,7.50,5.98,CIRC,0.20,0.20,0.05,395.68,0.00,8,22313,0
241,483,157,5.98,4.93,CIRC,0.20,0.20,0.05,276.24,0.00,8,34226,0
710,479,298,8.00,6.52,CIRC,0.20,0.20,0.05,387.16,0.00,3,21514,0
541,298,268,6.52,5.23,CIRC,0.20,0.20,0.05,335.01,0.00,3,38423,0
793,484,291,3.42,2.58,CIRC,0.45,0.45,0.11,646.40,0.00,58,211452,0
540,300,297,3.99,3.55,CIRC,0.45,0.45,0.11,339.31,-0.01,52,100926,0
775,481,362,8.00,6.70,CIRC,0.20,0.20,0.05,338.63,0.00,1,17233,0
784,345,363,7.50,6.21,CIRC,0.20,0.20,0.05,338.00,0.00,1,17180,0
730,364,363,7.20,6.22,CIRC,0.20,0.20,0.05,327.26,0.00,4,16528,0
731,363,362,6.11,5.01,CIRC,0.30,0.30,0.07,363.94,0.00,17,48976,0
733,362,300,5.01,4.14,CIRC,0.30,0.30,0.07,395.42,0.00,22,88129,0
734,469,300,7.90,6.48,CIRC,0.30,0.30,0.07,645.34,0.00,25,49430,0
542,297,484,3.55,3.42,CIRC,0.45,0.45,0.11,95.41,0.00,56,28279,0
795,485,211,7.35,6.81,CIRC,0.35,0.35,0.09,271.73,0.00,37,12599,0
794,211,291,6.81,5.44,CIRC,0.35,0.35,0.09,681.88,0.00,37,74308,0
508,291,431,2.43,2.07,CIRC,0.60,0.60,0.15,194.38,0.00,88,82484,0
507,431,432,2.07,7.10,CIRC,0.60,0.60,0.15,330.04,0.00,88,2199247,1
93,62,66,2.13,6.25,CIRC,0.45,0.45,0.11,757.32,-0.01,52,1689324,1
92,66,72,5.90,5.49,CIRC,0.80,0.80,0.20,381.27,0.00,202,114949,0
294,178,174,8.50,7.78,CIRC,0.60,0.60,0.15,454.12,0.00,113,56904,0
383,220,174,8.40,7.25,CIRC,0.30,0.30,0.07,381.76,0.00,16,24549,0
436,422,245,9.20,7.68,CIRC,0.20,0.20,0.05,397.03,0.00,13,19445,0
440,245,178,5.28,8.75,CIRC,0.35,0.35,0.09,356.81,0.00,35,1184446,1
384,221,174,8.90,7.53,CIRC,0.20,0.20,0.05,356.44,0.00,4,18750,0
469,242,244,2.86,2.13,CIRC,0.50,0.50,0.12,469.79,0.00,67,191338,0
439,244,178,2.13,8.60,CIRC,0.50,0.50,0.12,382.12,-0.02,78,2040195,1
293,174,66,6.85,6.00,CIRC,0.70,0.70,0.17,622.21,-0.00,139,146478,0
105,48,35,6.13,4.08,CIRC,0.30,0.30,0.07,931.45,0.00,24,203159,0
106,35,62,4.03,2.23,CIRC,0.35,0.35,0.09,897.87,0.00,35,297704,0
431,177,243,7.17,6.37,CIRC,0.30,0.30,0.07,357.18,0.00,17,46934,0
838,243,245,6.37,5.33,CIRC,0.30,0.30,0.07,471.33,0.00,22,86419,0
76,56,48,8.40,6.13,CIRC,0.30,0.30,0.07,756.42,0.00,17,72830,0
296,176,177,8.50,7.27,CIRC,0.20,0.20,0.05,411.59,0.00,8,24450,0
399,228,424,7.20,5.87,CIRC,0.20,0.20,0.05,346.03,0.00,10,17855,0
471,424,238,5.77,4.25,CIRC,0.30,0.30,0.07,506.84,0.00,17,86603,0
420,233,230,5.52,4.61,CIRC,0.35,0.35,0.09,451.22,0.00,31,82116,0
417,224,233,7.20,5.67,CIRC,0.20,0.20,0.05,510.89,0.00,14,39481,0
421,230,238,4.61,3.71,CIRC,0.35,0.35,0.09,452.12,0.00,35,113340,0
419,145,233,7.20,6.05,CIRC,0.20,0.20,0.05,382.38,0.00,9,25757,0
470,238,242,3.56,2.86,CIRC,0.50,0.50,0.12,409.94,0.00,60,147409,0
249,159,160,5.82,5.38,CIRC,0.30,0.30,0.07,198.93,0.00,20,40545,0
330,160,31,5.38,4.45,CIRC,0.30,0.30,0.07,422.59,0.00,24,97129,0
33,31,32,4.40,3.68,CIRC,0.35,0.35,0.09,359.73,0.00,31,98533,0
250,158,159,7.23,5.92,CIRC,0.20,0.20,0.05,342.67,0.00,12,49610,0
251,403,158,8.50,7.23,CIRC,0.20,0.20,0.05,422.78,0.00,7,26549,0
340,203,376,6.36,5.25,CIRC,1.00,1.00,0.25,983.48,0.00,302,497870,0
602,249,273,9.20,8.03,CIRC,0.20,0.20,0.05,390.52,0.00,8,26549,0
605,250,274,10.00,8.51,CIRC,0.20,0.20,0.05,389.85,0.00,4,21765,0
604,318,274,3.65,3.17,CIRC,1.00,1.00,0.25,382.10,0.00,258,269359,0
527,274,273,3.17,7.23,CIRC,1.00,1.00,0.25,636.70,-0.01,266,4799658,1
466,246,254,8.90,7.40,CIRC,0.20,0.20,0.05,391.22,0.00,2,21893,0
491,254,273,7.30,7.93,CIRC,0.30,0.30,0.07,683.44,0.00,27,1037399,1
601,273,203,7.23,6.36,CIRC,1.00,1.00,0.25,762.34,0.00,297,365182,0
563,202,307,10.00,7.71,CIRC,0.20,0.20,0.05,599.11,0.00,11,33471,0
606,307,318,4.42,3.75,CIRC,0.90,0.90,0.23,714.32,0.00,246,401869,0
574,440,312,7.10,5.78,CIRC,0.30,0.30,0.07,602.05,0.00,24,95216,0
529,270,271,9.20,7.01,CIRC,0.20,0.20,0.05,728.94,0.00,14,86306,0
454,248,251,10.80,9.76,CIRC,0.30,0.30,0.07,464.87,0.00,16,23876,0
621,251,275,9.76,8.90,CIRC,0.30,0.30,0.07,387.86,0.00,19,39102,0
531,275,271,8.19,7.67,CIRC,0.80,0.80,0.20,464.37,0.00,187,158260,0
661,252,276,10.80,9.94,CIRC,0.30,0.30,0.07,387.57,0.00,21,18220,0
530,276,275,9.94,9.05,CIRC,0.30,0.30,0.07,399.93,0.00,25,36814,0
608,320,319,9.94,9.15,CIRC,0.35,0.35,0.09,390.55,0.00,31,36924,0
612,445,319,1.43,8.80,CIRC,0.70,0.70,0.17,603.92,-0.01,116,2753167,1
610,321,320,10.90,9.99,CIRC,0.30,0.30,0.07,415.30,0.00,28,19003,0
620,319,275,8.80,8.29,CIRC,0.70,0.70,0.17,381.13,0.00,143,96908,0
587,271,312,6.41,6.00,CIRC,0.80,0.80,0.20,381.36,0.00,196,171104,0
607,312,307,5.18,4.42,CIRC,0.90,0.90,0.23,728.41,-0.00,213,396807,0
347,436,442,6.87,4.23,CIRC,0.35,0.35,0.09,1319.87,0.00,34,222719,0
600,272,444,10.90,9.43,CIRC,0.30,0.30,0.07,666.30,0.00,25,41509,0
589,444,442,9.38,7.05,CIRC,0.35,0.35,0.09,323.42,0.01,36,22597,0
346,442,497,3.98,2.79,CIRC,0.60,0.60,0.15,639.49,0.00,90,191512,0
549,208,436,8.61,6.92,CIRC,0.30,0.30,0.07,764.18,-0.00,22,111228,0
805,292,212,10.90,9.43,CIRC,0.30,0.30,0.07,659.74,0.00,18,41182,0
352,212,208,9.43,8.61,CIRC,0.30,0.30,0.07,368.32,0.00,18,45353,0
344,497,445,2.79,1.53,CIRC,0.60,0.60,0.15,683.44,0.00,90,257642,0
96,71,5,8.50,7.84,CIRC,0.90,0.90,0.23,643.77,0.00,219,184972,0
95,423,71,2.75,8.60,CIRC,0.80,0.80,0.20,533.64,-0.01,204,3903854,1
442,240,218,4.65,3.46,CIRC,0.80,0.80,0.20,922.96,0.00,157,441499,0
386,78,218,9.10,7.83,CIRC,0.30,0.30,0.07,569.42,0.00,18,32615,0
446,237,241,7.76,6.72,CIRC,0.30,0.30,0.07,418.79,0.00,30,61548,0
11,421,10,4.43,10.00,CIRC,0.30,0.30,0.07,735.58,-0.01,29,1133539,1
834,10,253,9.85,8.98,CIRC,0.45,0.45,0.11,664.01,0.00,51,51184,0
455,219,253,10.00,8.65,CIRC,0.30,0.30,0.07,612.14,0.00,22,36356,0
456,253,241,8.45,7.96,CIRC,0.50,0.50,0.12,352.72,0.00,82,54484,0
425,236,237,8.80,7.76,CIRC,0.30,0.30,0.07,347.99,0.00,16,20585,0
434,241,240,6.32,5.80,CIRC,0.70,0.70,0.17,347.54,-0.01,126,113943,0
441,218,423,3.46,2.75,CIRC,0.80,0.80,0.20,620.49,0.00,185,330273,0
109,80,81,7.20,6.28,CIRC,0.30,0.30,0.07,414.85,0.00,26,58547,0
424,239,80,8.50,7.30,CIRC,0.20,0.20,0.05,400.76,0.00,15,23477,0
433,81,240,6.23,5.10,CIRC,0.35,0.35,0.09,568.47,0.00,37,123463,0
136,50,37,6.82,5.42,CIRC,0.40,0.40,0.10,931.52,0.00,46,184804,0
43,37,3,5.32,4.42,CIRC,0.50,0.50,0.12,650.96,0.00,81,193918,0
164,109,50,8.50,7.02,CIRC,0.20,0.20,0.05,492.93,0.00,8,36135,0
58,36,37,9.00,7.40,CIRC,0.20,0.20,0.05,533.97,0.00,9,33988,0
78,49,50,9.10,7.92,CIRC,0.30,0.30,0.07,535.11,0.00,24,29385,0
5,2,7,8.50,7.32,CIRC,0.30,0.30,0.07,530.30,0.00,18,27853,0
6,7,4,7.27,6.27,CIRC,0.35,0.35,0.09,495.93,0.00,32,66309,0
7,4,3,6.17,4.96,CIRC,0.45,0.45,0.11,931.56,0.00,55,225351,0
8,3,5,4.22,2.90,CIRC,0.70,0.70,0.17,897.69,0.00,126,413007,0
388,226,9,8.50,6.01,CIRC,0.20,0.20,0.05,830.86,0.00,11,82926,0
12,9,421,6.01,4.53,CIRC,0.20,0.20,0.05,493.93,0.00,11,128095,0
9,5,417,2.60,9.30,CIRC,1.00,1.00,0.25,618.97,-0.01,322,5349150,1
365,480,207,7.20,4.55,CIRC,0.20,0.20,0.05,693.04,0.00,8,59359,0
735,209,205,5.79,5.02,CIRC,0.90,0.90,0.23,770.05,-0.00,224,393584,0
361,474,209,6.80,6.09,CIRC,0.60,0.60,0.15,400.17,0.00,95,92101,0
756,354,474,8.90,6.80,CIRC,0.60,0.60,0.15,397.03,0.01,90,42390,0
713,353,354,4.50,9.00,CIRC,0.50,0.50,0.12,399.13,-0.01,70,1903619,1
359,210,206,4.93,10.60,CIRC,0.60,0.60,0.15,651.42,-0.01,112,2655589,1
748,472,210,9.30,7.00,CIRC,0.20,0.20,0.05,766.38,0.00,13,93071,0
536,200,206,9.30,11.00,CIRC,0.20,0.20,0.05,768.21,0.00,8,439470,1
360,206,209,10.50,9.58,CIRC,0.70,0.70,0.17,653.71,0.00,134,115681,0
744,366,281,6.08,5.62,CIRC,0.45,0.45,0.11,354.13,0.00,48,112394,0
726,279,359,9.06,8.00,CIRC,0.30,0.30,0.07,353.84,0.00,18,47292,0
830,359,366,8.00,7.22,CIRC,0.30,0.30,0.07,312.18,0.00,30,61592,0
522,294,285,7.20,6.56,CIRC,0.20,0.20,0.05,214.71,0.00,8,18892,0
518,285,281,6.46,5.26,CIRC,0.30,0.30,0.07,398.21,0.00,16,96393,0
718,467,279,10.50,9.16,CIRC,0.20,0.20,0.05,350.68,0.00,3,18252,0
745,281,353,5.06,4.50,CIRC,0.50,0.50,0.12,349.73,0.00,65,135668,0
755,284,210,6.05,5.08,CIRC,0.45,0.45,0.11,748.68,0.00,56,176757,0
351,205,201,5.02,3.00,CIRC,0.90,0.90,0.23,2042.67,-0.00,229,976769,0
754,96,284,9.30,6.30,CIRC,0.20,0.20,0.05,782.65,0.00,14,32036,0
782,482,356,5.89,4.70,CIRC,0.20,0.20,0.05,398.01,0.00,4,49555,0
362,493,482,7.20,5.89,CIRC,0.20,0.20,0.05,341.71,0.00,2,17491,0
714,356,494,4.70,3.69,CIRC,0.20,0.20,0.05,263.57,0.00,15,49103,0
792,289,356,7.50,6.17,CIRC,0.20,0.20,0.05,346.77,0.00,3,17918,0
716,494,354,3.59,9.20,CIRC,0.30,0.30,0.07,309.34,-0.02,18,766921,1
742,365,95,8.07,7.19,CIRC,0.30,0.30,0.07,392.90,0.00,17,76949,0
813,358,365,9.39,8.17,CIRC,0.20,0.20,0.05,319.20,0.00,7,40817,0
724,94,358,10.90,9.39,CIRC,0.20,0.20,0.05,393.24,0.00,6,22082,0
743,95,366,7.19,6.23,CIRC,0.30,0.30,0.07,430.17,0.00,17,107912,0
537,201,207,3.00,3.85,CIRC,0.90,0.90,0.23,775.79,0.00,229,4355329,1
356,413,77,7.40,5.79,CIRC,0.30,0.30,0.07,537.06,0.00,19,42400,0
526,296,430,4.90,4.63,CIRC,0.50,0.50,0.12,195.62,0.00,78,59601,0
368,411,213,8.60,6.35,CIRC,0.20,0.20,0.05,750.55,0.00,10,68157,0
828,213,296,6.10,4.95,CIRC,0.45,0.45,0.11,879.25,0.00,55,214949,0
524,430,86,4.53,3.71,CIRC,0.60,0.60,0.15,445.59,0.00,91,160644,0
367,410,213,8.45,7.57,CIRC,0.35,0.35,0.09,441.91,0.00,31,31068,0
525,267,296,7.90,6.81,CIRC,0.30,0.30,0.07,363.21,0.00,21,30370,0
131,86,77,3.61,2.34,CIRC,0.70,0.70,0.17,877.63,0.00,130,385118,0
320,173,183,7.40,5.80,CIRC,0.30,0.30,0.07,691.06,0.00,29,54351,0
513,183,86,5.75,4.22,CIRC,0.35,0.35,0.09,763.93,0.00,36,155984,0
355,77,412,2.34,1.93,CIRC,0.70,0.70,0.17,308.08,0.00,143,146411,0
284,76,167,7.20,6.05,CIRC,0.20,0.20,0.05,381.84,0.00,10,30625,0
270,405,167,7.49,5.97,CIRC,0.30,0.30,0.07,682.29,0.00,16,76180,0
271,102,405,8.50,7.59,CIRC,0.20,0.20,0.05,237.65,0.00,6,9800,0
39,23,29,3.54,3.17,CIRC,0.80,0.80,0.20,338.85,0.00,197,164235,0
40,21,29,6.09,5.44,CIRC,0.70,0.70,0.17,425.70,0.00,118,120217,0
287,29,167,2.97,5.25,CIRC,1.00,1.00,0.25,545.07,0.00,300,5104397,1
276,408,111,8.94,8.09,CIRC,0.45,0.45,0.11,654.23,0.00,52,60650,0
288,172,111,9.40,8.35,CIRC,0.30,0.30,0.07,470.78,0.00,21,24336,0
162,111,22,8.04,7.20,CIRC,0.50,0.50,0.12,602.13,-0.00,80,77717,0
3,1,408,9.80,8.99,CIRC,0.40,0.40,0.10,537.89,0.00,46,27102,0
41,22,21,7.10,6.19,CIRC,0.60,0.60,0.15,536.37,0.00,103,101987,0
37,20,28,5.48,4.70,CIRC,0.30,0.30,0.07,352.67,0.00,24,58693,0
102,75,20,7.20,5.58,CIRC,0.20,0.20,0.05,422.91,0.00,7,24964,0
23,11,407,5.18,4.75,CIRC,0.80,0.80,0.20,357.49,0.00,171,119938,0
269,407,28,4.75,4.11,CIRC,0.80,0.80,0.20,532.61,0.00,171,217477,0
38,28,23,4.11,3.54,CIRC,0.80,0.80,0.20,506.58,0.00,188,228160,0
19,18,404,7.20,6.80,CIRC,0.20,0.20,0.05,105.16,0.00,12,3023,0
21,404,17,6.20,6.08,CIRC,0.80,0.80,0.20,91.72,0.00,163,21250,0
169,498,122,5.23,8.25,CIRC,0.45,0.45,0.11,462.59,0.00,52,1548517,1
170,400,74,7.10,6.57,CIRC,0.30,0.30,0.07,242.09,0.00,24,9369,0
171,74,498,6.52,5.80,CIRC,0.35,0.35,0.09,358.07,0.00,34,40285,0
836,116,498,8.60,5.48,CIRC,0.20,0.20,0.05,815.61,0.00,14,77771,0
201,105,120,8.85,7.59,CIRC,0.35,0.35,0.09,627.69,0.00,33,32472,0
168,120,122,2.18,8.10,CIRC,0.60,0.60,0.15,838.72,-0.01,109,2666711,1
209,106,121,8.90,7.90,CIRC,0.30,0.30,0.07,456.38,0.00,24,23059,0
210,16,121,5.58,3.95,CIRC,0.30,0.30,0.07,542.90,0.00,20,108610,0
18,15,16,7.20,5.68,CIRC,0.20,0.20,0.05,398.01,0.00,13,22534,0
166,119,121,4.04,3.09,CIRC,0.30,0.30,0.07,431.69,0.00,22,142314,0
167,121,120,2.89,2.28,CIRC,0.50,0.50,0.12,395.80,0.00,68,165520,0
183,24,14,6.86,5.68,CIRC,0.30,0.30,0.07,528.63,0.00,17,45212,0
185,125,24,7.80,6.86,CIRC,0.30,0.30,0.07,422.04,0.00,16,20658,0
182,14,119,5.68,4.04,CIRC,0.30,0.30,0.07,544.92,0.00,17,105795,0
152,394,108,8.50,7.05,CIRC,0.20,0.20,0.05,379.27,0.00,13,20786,0
264,108,122,7.05,8.50,CIRC,0.20,0.20,0.05,820.81,0.00,13,632939,1
265,122,404,7.90,6.60,CIRC,0.80,0.80,0.20,537.23,0.00,155,111242,0
22,17,11,6.08,5.18,CIRC,0.80,0.80,0.20,723.46,0.00,163,187806,0
596,188,315,11.00,9.55,CIRC,0.20,0.20,0.05,377.72,0.00,9,20645,0
660,335,93,8.94,8.11,CIRC,0.40,0.40,0.10,546.10,0.00,38,89330,0
658,331,93,8.37,7.87,CIRC,0.45,0.45,0.11,388.18,0.00,51,76673,0
692,317,335,11.00,9.14,CIRC,0.20,0.20,0.05,485.45,0.00,15,31613,0
118,93,91,7.82,7.16,CIRC,0.50,0.50,0.12,483.26,0.00,85,119699,0
691,464,334,10.90,9.85,CIRC,0.30,0.30,0.07,479.23,0.00,26,24828,0
656,334,192,9.80,9.03,CIRC,0.35,0.35,0.09,381.33,0.00,34,40754,0
657,192,331,8.98,8.42,CIRC,0.40,0.40,0.10,372.68,0.00,42,57306,0
597,91,315,6.86,8.95,CIRC,0.80,0.80,0.20,383.38,0.00,199,3781373,1
561,269,88,10.90,9.16,CIRC,0.30,0.30,0.07,781.66,0.00,17,54259,0
808,492,306,11.00,9.70,CIRC,0.20,0.20,0.05,339.16,0.00,10,17277,0
809,367,306,6.24,5.06,CIRC,0.50,0.50,0.12,788.83,0.00,72,243564,0
560,306,88,4.96,4.28,CIRC,0.60,0.60,0.15,395.08,0.00,100,184597,0
558,465,185,10.80,7.10,CIRC,0.30,0.30,0.07,733.77,0.01,17,18744,0
559,185,306,7.10,6.29,CIRC,0.30,0.30,0.07,366.67,0.00,23,53681,0
120,88,100,4.18,10.50,CIRC,0.70,0.70,0.17,515.12,-0.01,131,2928937,1
512,466,85,7.20,10.90,CIRC,0.20,0.20,0.05,1135.21,-0.00,12,578835,1
511,85,293,10.90,9.39,CIRC,0.20,0.20,0.05,393.57,0.00,15,22114,0
810,293,367,7.16,6.29,CIRC,0.45,0.45,0.11,665.80,-0.00,59,150942,0
311,196,182,9.15,7.81,CIRC,0.35,0.35,0.09,668.56,0.00,35,72676,0
509,182,293,7.76,7.21,CIRC,0.40,0.40,0.10,368.89,0.00,40,80572,0
119,100,91,10.50,9.35,CIRC,0.70,0.70,0.17,802.41,0.00,131,146901,0
625,453,308,6.69,6.35,CIRC,0.90,0.90,0.23,360.81,-0.00,241,127009,0
649,191,453,8.50,7.39,CIRC,0.20,0.20,0.05,368.66,0.00,6,20699,0
569,308,186,3.93,5.56,CIRC,1.00,1.00,0.25,368.47,0.00,290,4882308,1
568,448,186,7.80,6.94,CIRC,0.30,0.30,0.07,388.49,0.00,22,24122,0
115,90,89,10.80,8.40,CIRC,0.30,0.30,0.07,730.74,0.00,19,18667,0
571,247,89,8.90,5.39,CIRC,0.20,0.20,0.05,916.12,0.00,14,89414,0
570,89,308,5.09,4.43,CIRC,0.50,0.50,0.12,391.40,0.00,60,102427,0
626,263,453,7.28,6.93,CIRC,0.90,0.90,0.23,363.66,0.00,232,120003,0
484,265,264,3.33,2.89,CIRC,0.45,0.45,0.11,339.07,0.00,48,119584,0
483,266,265,3.68,3.38,CIRC,0.40,0.40,0.10,200.29,0.00,43,62953,0
485,264,181,2.89,2.38,CIRC,0.45,0.45,0.11,389.94,0.00,59,149811,0
477,260,180,8.50,7.33,CIRC,0.20,0.20,0.05,391.15,0.00,2,22629,0
299,190,180,3.49,2.98,CIRC,0.50,0.50,0.12,320.17,0.00,66,118817,0
478,259,180,8.50,7.83,CIRC,0.60,0.60,0.15,369.14,0.00,92,45830,0
623,451,259,2.68,8.50,CIRC,0.60,0.60,0.15,318.79,-0.02,88,2199056,1
301,180,181,2.68,1.88,CIRC,0.80,0.80,0.20,611.99,0.00,153,345987,0
629,327,264,8.50,7.12,CIRC,0.20,0.20,0.05,359.53,0.00,9,19020,0
111,79,82,6.23,4.06,CIRC,0.30,0.30,0.07,722.99,0.00,18,118284,0
112,83,82,8.89,6.26,CIRC,0.20,0.20,0.05,686.66,0.00,15,51749,0
472,425,83,8.90,8.89,CIRC,0.20,0.20,0.05,3.69,0.00,10,71,0
403,225,79,8.50,6.33,CIRC,0.20,0.20,0.05,567.52,0.00,8,22891,0
464,82,447,3.86,3.28,CIRC,0.50,0.50,0.12,389.40,0.00,74,130888,0
622,447,451,3.28,2.78,CIRC,0.50,0.50,0.12,364.35,0.00,81,140113,0
644,330,266,4.21,3.68,CIRC,0.40,0.40,0.10,351.21,0.00,42,94559,0
298,175,179,7.20,5.02,CIRC,0.20,0.20,0.05,727.03,0.00,3,78147,0
627,326,255,8.50,7.14,CIRC,0.20,0.20,0.05,354.62,0.00,11,18592,0
634,452,256,7.26,5.92,CIRC,0.20,0.20,0.05,350.32,0.00,7,35178,0
633,261,452,8.50,7.26,CIRC,0.20,0.20,0.05,322.89,0.00,6,15944,0
461,256,255,5.82,4.81,CIRC,0.30,0.30,0.07,336.64,0.00,21,58448,0
460,257,256,7.90,7.12,CIRC,0.20,0.20,0.05,204.21,0.00,12,7774,0
462,255,179,4.66,4.15,CIRC,0.45,0.45,0.11,392.51,0.00,52,106041,0
300,179,190,4.10,3.49,CIRC,0.50,0.50,0.12,359.63,0.00,60,115732,0
486,181,263,1.78,7.28,CIRC,0.90,0.90,0.23,368.86,-0.02,206,3907923,1
687,155,340,7.80,6.97,CIRC,0.30,0.30,0.07,373.16,0.00,20,17241,0
481,149,462,7.90,6.48,CIRC,0.20,0.20,0.05,371.94,0.00,4,20121,0
684,462,340,6.48,5.14,CIRC,0.20,0.20,0.05,349.16,0.00,6,44187,0
685,311,340,7.90,6.53,CIRC,0.20,0.20,0.05,357.05,0.00,14,18803,0
686,340,330,4.99,4.26,CIRC,0.35,0.35,0.09,363.90,0.00,37,73483,0
480,426,84,8.80,8.79,CIRC,0.30,0.30,0.07,5.35,0.00,29,138,0
487,84,263,8.79,7.88,CIRC,0.30,0.30,0.07,390.69,0.00,29,19002,0
305,193,189,8.65,8.00,CIRC,0.50,0.50,0.12,398.02,0.00,63,76717,0
666,455,193,9.18,8.70,CIRC,0.45,0.45,0.11,368.17,0.00,49,53505,0
663,322,455,9.83,9.23,CIRC,0.40,0.40,0.10,398.85,0.00,39,41131,0
671,457,323,4.13,10.80,CIRC,0.30,0.30,0.07,468.69,-0.01,26,1024338,1
615,323,324,10.50,9.69,CIRC,0.60,0.60,0.15,464.03,0.00,97,53297,0
676,337,324,10.40,8.88,CIRC,0.20,0.20,0.05,396.21,0.00,8,22363,0
672,336,323,4.97,10.60,CIRC,0.50,0.50,0.12,395.17,0.00,69,1884554,1
614,324,325,8.38,7.74,CIRC,0.70,0.70,0.17,432.94,0.00,124,116076,0
591,153,458,9.15,8.39,CIRC,0.35,0.35,0.09,377.78,0.00,31,19534,0
674,458,332,6.21,5.59,CIRC,0.45,0.45,0.11,476.03,0.00,55,131819,0
673,332,336,5.59,5.02,CIRC,0.45,0.45,0.11,433.51,0.00,59,158765,0
616,325,189,7.74,7.18,CIRC,0.70,0.70,0.17,385.17,0.00,131,122783,0
234,154,153,10.80,9.20,CIRC,0.30,0.30,0.07,474.69,0.00,25,12126,0
618,92,322,10.80,9.93,CIRC,0.30,0.30,0.07,396.46,0.00,28,18724,0
675,314,324,4.65,8.78,CIRC,0.30,0.30,0.07,468.10,-0.01,25,1013847,1
670,338,193,10.90,9.43,CIRC,0.20,0.20,0.05,383.33,0.00,10,21159,0
306,189,187,7.08,6.55,CIRC,0.80,0.80,0.20,467.04,0.00,186,191117,0
678,333,316,9.30,7.47,CIRC,0.20,0.20,0.05,477.66,0.00,9,30743,0
594,316,458,7.37,6.36,CIRC,0.30,0.30,0.07,458.71,0.00,22,68014,0
636,328,309,8.50,7.14,CIRC,0.20,0.20,0.05,354.71,0.00,2,13297,0
567,310,309,7.90,7.14,CIRC,0.20,0.20,0.05,198.12,0.00,8,7428,0
638,309,449,7.04,4.84,CIRC,0.30,0.30,0.07,732.80,0.00,18,140986,0
580,449,314,4.84,4.65,CIRC,0.30,0.30,0.07,86.71,0.00,18,29840,0
230,439,152,7.90,5.70,CIRC,0.20,0.20,0.05,734.10,0.00,14,103290,0
577,152,457,5.70,4.23,CIRC,0.20,0.20,0.05,382.51,0.00,14,124541,0
304,187,186,6.55,5.76,CIRC,0.80,0.80,0.20,731.80,-0.00,197,274873,0
544,435,87,8.60,8.49,CIRC,0.20,0.20,0.05,28.45,0.00,12,615,0
545,87,184,8.09,6.73,CIRC,0.60,0.60,0.15,763.62,0.00,95,113116,0
316,199,198,7.50,6.40,CIRC,0.20,0.20,0.05,365.19,0.00,3,21332,0
318,198,184,6.40,7.13,CIRC,0.20,0.20,0.05,393.48,0.00,9,497652,1
778,489,98,6.40,4.90,CIRC,0.20,0.20,0.05,392.29,0.00,13,55193,0
804,488,489,7.50,6.40,CIRC,0.20,0.20,0.05,366.56,0.00,4,21449,0
803,487,370,7.50,6.39,CIRC,0.20,0.20,0.05,369.17,0.00,3,21676,0
779,370,98,3.67,2.79,CIRC,0.35,0.35,0.09,439.69,0.00,34,128889,0
