PipeID,UpNode,DownNode,UpBottomElev,DownBottomElev,Shape,Height,Width,HydrolicRadius,Length,Slope,DesignFlow,CapitalCost(CNY),HasPump
708,479,351,8.00,6.57,CIRC,0.20,0.20,0.05,373.14,0.00,6,15563,0
707,351,352,6.57,5.77,CIRC,0.20,0.20,0.05,207.97,0.00,13,16194,0
732,361,364,9.30,7.20,CIRC,0.20,0.20,0.05,244.92,0.01,3,4646,0
819,364,346,7.20,5.83,CIRC,0.20,0.20,0.05,357.29,0.00,3,18824,0
820,352,295,4.96,4.22,CIRC,0.30,0.30,0.07,337.17,0.00,23,53285,0
760,478,477,3.96,3.36,CIRC,0.30,0.30,0.07,269.43,0.00,28,61958,0
499,268,287,7.50,6.01,CIRC,0.20,0.20,0.05,387.77,0.00,4,21570,0
764,287,157,6.01,4.51,CIRC,0.20,0.20,0.05,392.80,0.00,7,52811,0
240,496,483,7.20,6.09,CIRC,0.20,0.20,0.05,369.80,0.00,15,19862,0
241,483,157,6.09,5.03,CIRC,0.20,0.20,0.05,276.24,0.00,15,32633,0
759,157,478,4.41,3.96,CIRC,0.30,0.30,0.07,206.46,0.00,28,41042,0
757,477,476,3.31,2.17,CIRC,0.35,0.35,0.09,568.98,0.00,34,160949,0
758,476,475,2.17,1.68,CIRC,0.35,0.35,0.09,244.69,0.00,34,79581,0
762,475,156,1.68,9.15,CIRC,0.35,0.35,0.09,230.14,-0.03,34,1159147,1
98,74,73,2.30,8.00,CIRC,0.80,0.80,0.20,811.47,-0.01,174,3600522,1
836,116,498,4.48,3.06,CIRC,0.60,0.60,0.15,815.61,0.00,98,293925,0
171,498,74,3.06,2.50,CIRC,0.60,0.60,0.15,358.07,-0.01,113,135797,0
170,400,74,7.10,6.57,CIRC,0.30,0.30,0.07,242.09,0.00,24,9369,0
155,73,104,8.00,7.37,CIRC,0.80,0.80,0.20,588.11,0.00,204,131593,0
152,394,108,5.72,5.23,CIRC,0.45,0.45,0.11,379.27,0.00,58,78020,0
201,120,105,8.40,6.52,CIRC,0.30,0.30,0.07,627.69,0.00,19,54026,0
150,105,394,6.37,5.72,CIRC,0.45,0.45,0.11,493.64,0.00,49,92441,0
153,108,116,5.23,4.63,CIRC,0.45,0.45,0.11,463.54,0.00,58,111821,0
269,28,407,5.00,4.20,CIRC,0.40,0.40,0.10,532.61,0.00,39,131828,0
38,23,28,8.60,6.66,CIRC,0.20,0.20,0.05,506.58,0.00,15,32743,0
23,407,11,4.15,3.68,CIRC,0.45,0.45,0.11,357.49,-0.01,49,93030,0
99,11,74,3.68,2.99,CIRC,0.45,0.45,0.11,533.42,0.00,49,136528,0
102,75,20,7.10,6.16,CIRC,0.30,0.30,0.07,422.91,0.00,16,20721,0
37,20,28,6.16,5.10,CIRC,0.30,0.30,0.07,352.67,0.00,16,48080,0
156,104,393,7.37,6.77,CIRC,0.80,0.80,0.20,566.33,0.00,204,145756,0
514,269,429,3.67,10.00,CIRC,1.20,1.20,0.30,401.19,-0.02,435,6433236,1
562,208,269,5.43,4.37,CIRC,0.50,0.50,0.12,749.90,0.00,78,310294,0
561,88,269,5.48,4.63,CIRC,1.00,1.00,0.25,781.66,0.00,317,515294,0
549,436,208,9.30,7.01,CIRC,0.20,0.20,0.05,764.18,0.00,14,92666,0
809,367,306,7.55,6.53,CIRC,1.00,1.00,0.25,788.83,0.00,250,373202,0
753,96,367,8.47,8.08,CIRC,0.90,0.90,0.23,394.26,0.00,229,113204,0
808,492,306,11.00,9.70,CIRC,0.20,0.20,0.05,339.16,0.00,10,17277,0
560,306,88,5.92,5.48,CIRC,1.00,1.00,0.25,395.08,0.00,302,242837,0
516,284,269,7.00,5.81,CIRC,0.40,0.40,0.10,787.23,0.00,45,138649,0
748,472,210,9.30,7.00,CIRC,0.20,0.20,0.05,766.38,0.00,13,93071,0
358,210,208,6.70,5.43,CIRC,0.50,0.50,0.12,786.21,0.00,64,264494,0
810,293,367,10.90,8.35,CIRC,0.20,0.20,0.05,665.80,0.00,12,28119,0
310,196,185,9.10,7.00,CIRC,0.40,0.40,0.10,789.33,0.00,38,33712,0
558,465,185,10.80,7.10,CIRC,0.30,0.30,0.07,733.77,0.01,17,18744,0
559,185,306,6.95,6.47,CIRC,0.45,0.45,0.11,366.67,0.00,57,62066,0
813,365,358,10.20,9.87,CIRC,0.90,0.90,0.23,319.20,0.00,217,88842,0
724,358,94,9.87,9.47,CIRC,0.90,0.90,0.23,393.24,0.00,219,117276,0
741,195,365,4.49,10.65,CIRC,0.45,0.45,0.11,369.87,-0.02,58,1681751,1
312,182,194,9.92,9.20,CIRC,0.30,0.30,0.07,324.45,0.00,23,28750,0
722,357,194,6.01,5.13,CIRC,0.30,0.30,0.07,394.56,0.00,20,127488,0
314,194,195,5.03,4.54,CIRC,0.40,0.40,0.10,322.35,0.00,47,125608,0
503,280,182,10.80,9.92,CIRC,0.30,0.30,0.07,395.73,0.00,18,18785,0
737,342,360,8.12,6.83,CIRC,0.20,0.20,0.05,336.33,0.00,11,67802,0
729,360,357,6.73,6.01,CIRC,0.30,0.30,0.07,325.72,0.00,16,88614,0
770,97,368,6.89,6.38,CIRC,0.80,0.80,0.20,392.49,0.00,155,126558,0
824,374,101,7.20,5.70,CIRC,0.20,0.20,0.05,392.74,0.00,1,22035,0
128,101,97,1.31,7.34,CIRC,0.35,0.35,0.09,384.52,-0.02,31,1144087,1
772,285,369,4.49,7.70,CIRC,0.60,0.60,0.15,354.52,0.00,102,2425827,1
830,359,366,10.90,9.70,CIRC,0.20,0.20,0.05,312.18,0.00,15,15094,0
831,366,369,9.60,8.00,CIRC,0.30,0.30,0.07,397.28,0.00,21,34283,0
826,294,375,2.31,0.94,CIRC,0.20,0.20,0.05,355.73,0.00,15,119041,0
829,375,369,0.84,8.00,CIRC,0.30,0.30,0.07,241.71,-0.03,17,758891,1
771,369,97,7.60,6.99,CIRC,0.70,0.70,0.17,430.28,0.00,132,100809,0
812,368,365,6.38,10.30,CIRC,0.80,0.80,0.20,395.11,0.00,164,3311919,1
696,344,342,9.30,8.12,CIRC,0.20,0.20,0.05,392.22,0.00,5,34845,0
123,94,85,9.47,9.14,CIRC,0.90,0.90,0.23,333.25,0.00,223,106234,0
718,467,279,6.35,5.86,CIRC,0.50,0.50,0.12,350.68,0.00,81,105890,0
519,279,281,5.76,5.19,CIRC,0.60,0.60,0.15,309.16,0.00,90,116229,0
713,354,353,9.30,8.10,CIRC,0.20,0.20,0.05,399.13,0.00,11,31513,0
712,353,467,8.00,7.32,CIRC,0.30,0.30,0.07,306.17,0.00,17,52370,0
536,200,206,9.15,7.61,CIRC,0.35,0.35,0.09,768.21,0.00,37,89646,0
535,206,466,7.51,6.95,CIRC,0.45,0.45,0.11,395.94,0.00,57,55512,0
350,205,200,4.21,9.20,CIRC,0.30,0.30,0.07,656.02,-0.01,30,1131949,1
735,209,205,5.90,4.21,CIRC,0.30,0.30,0.07,770.05,-0.00,24,237198,0
711,466,467,6.90,6.35,CIRC,0.50,0.50,0.12,346.35,0.00,66,59847,0
518,281,285,5.19,4.49,CIRC,0.60,0.60,0.15,398.21,-0.01,95,150740,0
313,197,195,9.30,8.12,CIRC,0.20,0.20,0.05,394.14,0.00,12,35075,0
361,474,209,7.20,6.00,CIRC,0.20,0.20,0.05,400.17,0.00,6,59619,0
122,85,96,9.14,8.47,CIRC,0.90,0.90,0.23,662.86,0.00,223,200242,0
790,487,99,2.73,1.78,CIRC,0.30,0.30,0.07,431.89,0.00,28,137184,0
803,370,487,3.54,2.73,CIRC,0.30,0.30,0.07,369.17,0.00,26,102439,0
781,355,288,6.00,4.68,CIRC,0.20,0.20,0.05,345.64,0.00,12,44959,0
521,289,288,7.50,6.08,CIRC,0.20,0.20,0.05,370.20,0.00,8,19965,0
774,480,355,7.20,6.00,CIRC,0.20,0.20,0.05,398.65,0.00,8,22281,0
780,288,370,4.58,3.54,CIRC,0.30,0.30,0.07,346.30,0.00,21,76474,0
126,99,101,1.78,1.36,CIRC,0.30,0.30,0.07,188.02,0.00,28,66264,0
714,356,494,4.70,3.69,CIRC,0.20,0.20,0.05,263.57,0.00,9,49103,0
782,482,356,5.89,4.70,CIRC,0.20,0.20,0.05,398.01,0.00,4,49555,0
362,493,482,7.20,5.89,CIRC,0.20,0.20,0.05,341.71,0.00,2,17491,0
827,494,294,3.69,2.31,CIRC,0.20,0.20,0.05,360.40,0.00,9,89484,0
270,405,167,8.50,5.89,CIRC,0.20,0.20,0.05,682.29,0.00,10,57706,0
40,21,29,8.50,7.55,CIRC,0.30,0.30,0.07,425.70,0.00,17,20925,0
287,29,167,6.85,6.21,CIRC,1.00,1.00,0.25,545.07,0.00,282,222499,0
284,76,167,7.20,6.05,CIRC,0.20,0.20,0.05,381.84,0.00,10,30625,0
288,111,172,8.80,8.36,CIRC,0.90,0.90,0.23,470.78,0.00,245,132513,0
286,172,29,8.26,7.72,CIRC,1.00,1.00,0.25,426.51,0.00,259,150931,0
26,19,12,5.50,4.76,CIRC,0.60,0.60,0.15,472.44,0.00,113,157937,0
27,12,1,4.66,3.73,CIRC,0.70,0.70,0.17,654.89,0.00,133,297667,0
159,392,110,9.40,8.75,CIRC,0.30,0.30,0.07,289.13,0.00,19,12001,0
160,110,12,8.75,7.86,CIRC,0.30,0.30,0.07,405.73,0.00,25,32797,0
3,1,408,3.28,2.75,CIRC,0.90,0.90,0.23,537.89,0.00,230,348279,0
2,8,1,4.27,3.68,CIRC,0.50,0.50,0.12,414.66,0.00,78,169326,0
1,6,8,4.69,4.32,CIRC,0.45,0.45,0.11,282.80,0.00,54,96992,0
25,13,19,8.45,7.36,CIRC,0.35,0.35,0.09,546.31,0.00,32,45639,0
832,168,19,6.21,5.60,CIRC,0.50,0.50,0.12,399.28,0.00,70,100995,0
175,103,123,8.25,7.75,CIRC,0.45,0.45,0.11,386.61,0.00,50,26227,0
176,118,123,8.50,7.12,CIRC,0.20,0.20,0.05,361.45,0.00,9,19188,0
274,123,168,6.87,6.26,CIRC,0.45,0.45,0.11,467.42,0.00,57,80452,0
276,408,111,2.75,8.80,CIRC,0.90,0.90,0.23,654.23,-0.01,235,4368500,1
177,399,398,8.50,6.63,CIRC,0.20,0.20,0.05,622.30,0.00,7,42233,0
165,398,6,6.63,4.94,CIRC,0.20,0.20,0.05,563.57,0.00,7,108402,0
589,442,444,7.20,11.00,CIRC,0.20,0.20,0.05,323.42,0.00,4,273371,1
661,252,276,10.80,9.94,CIRC,0.30,0.30,0.07,387.57,0.00,21,18220,0
532,276,272,9.94,7.91,CIRC,0.30,0.30,0.07,918.84,0.00,28,115346,0
600,272,444,7.76,10.75,CIRC,0.45,0.45,0.11,666.30,0.00,50,1536745,1
457,254,376,2.54,8.40,CIRC,0.70,0.70,0.17,500.29,-0.01,127,2860401,1
602,249,273,6.87,5.70,CIRC,0.20,0.20,0.05,390.52,0.00,11,76353,0
449,246,249,8.90,6.87,CIRC,0.20,0.20,0.05,676.99,0.00,2,52288,0
605,250,274,6.05,5.09,CIRC,0.30,0.30,0.07,389.85,0.00,30,103658,0
527,274,273,4.79,3.70,CIRC,0.60,0.60,0.15,636.70,0.00,101,270385,0
573,270,247,9.20,7.71,CIRC,0.20,0.20,0.05,389.10,0.00,14,18761,0
451,247,250,7.61,6.05,CIRC,0.30,0.30,0.07,706.49,0.00,26,111962,0
491,273,254,3.60,2.54,CIRC,0.70,0.70,0.17,683.44,-0.01,117,349114,0
341,203,204,10.00,7.48,CIRC,0.20,0.20,0.05,657.54,0.00,7,53988,0
607,312,307,10.90,8.11,CIRC,0.20,0.20,0.05,728.41,0.00,7,33298,0
606,307,318,3.14,9.75,CIRC,0.45,0.45,0.11,714.32,-0.01,56,1714508,1
563,202,307,4.62,3.29,CIRC,0.30,0.30,0.07,599.11,0.00,18,205881,0
342,204,202,7.48,4.72,CIRC,0.20,0.20,0.05,720.38,0.00,7,165614,0
604,318,274,9.70,9.12,CIRC,0.50,0.50,0.12,382.10,0.00,70,32378,0
418,237,421,7.76,5.69,CIRC,0.30,0.30,0.07,830.99,0.00,30,146233,0
425,236,237,8.90,7.86,CIRC,0.20,0.20,0.05,347.99,0.00,13,18118,0
11,421,10,5.54,4.59,CIRC,0.45,0.45,0.11,735.58,0.00,48,242374,0
455,219,253,10.00,8.65,CIRC,0.30,0.30,0.07,612.14,0.00,22,36356,0
834,253,10,6.94,5.90,CIRC,0.60,0.60,0.15,664.01,0.00,113,193383,0
10,10,417,4.24,3.49,CIRC,0.80,0.80,0.20,608.20,0.00,165,336182,0
433,81,240,8.95,8.21,CIRC,0.45,0.45,0.11,568.47,0.00,56,41983,0
110,79,80,4.14,3.14,CIRC,0.35,0.35,0.09,501.74,0.00,35,135695,0
401,175,79,7.20,4.29,CIRC,0.20,0.20,0.05,758.53,0.00,10,69956,0
109,80,81,3.04,8.95,CIRC,0.45,0.45,0.11,414.85,-0.01,48,1495009,1
403,225,79,7.06,5.76,CIRC,0.30,0.30,0.07,567.52,0.00,19,53147,0
434,240,241,8.16,7.61,CIRC,0.50,0.50,0.12,347.54,0.00,65,51200,0
402,226,225,8.50,7.16,CIRC,0.20,0.20,0.05,348.52,0.00,15,18068,0
456,241,253,7.61,7.04,CIRC,0.50,0.50,0.12,352.72,0.00,65,72059,0
548,299,207,7.90,7.02,CIRC,0.30,0.30,0.07,399.96,0.00,27,11015,0
368,213,411,7.52,6.39,CIRC,0.40,0.40,0.10,750.55,0.00,47,100760,0
357,411,412,6.34,5.91,CIRC,0.45,0.45,0.11,333.12,-0.00,55,52411,0
367,410,213,8.45,7.57,CIRC,0.35,0.35,0.09,441.91,0.00,31,31068,0
118,93,91,5.08,4.50,CIRC,0.80,0.80,0.20,483.26,0.00,172,266135,0
692,317,335,11.00,9.14,CIRC,0.20,0.20,0.05,485.45,0.00,15,31613,0
660,335,93,8.99,7.90,CIRC,0.35,0.35,0.09,546.10,0.00,33,87584,0
619,251,92,7.95,6.43,CIRC,0.60,0.60,0.15,916.16,0.00,105,268668,0
116,92,93,6.33,5.18,CIRC,0.70,0.70,0.17,830.03,0.00,138,357165,0
620,319,275,4.27,8.70,CIRC,0.50,0.50,0.12,381.13,-0.02,79,2081905,1
610,321,320,6.16,5.25,CIRC,0.30,0.30,0.07,415.30,0.00,28,131868,0
608,320,319,5.20,4.42,CIRC,0.35,0.35,0.09,390.55,0.00,31,148214,0
835,497,321,7.20,6.26,CIRC,0.20,0.20,0.05,312.63,0.00,6,44296,0
588,248,271,10.80,9.93,CIRC,0.30,0.30,0.07,388.34,0.00,16,18273,0
531,271,275,9.93,8.90,CIRC,0.30,0.30,0.07,464.37,0.00,21,44703,0
621,275,251,8.60,7.95,CIRC,0.60,0.60,0.15,387.86,0.00,103,88651,0
597,91,315,4.50,4.04,CIRC,0.80,0.80,0.20,383.38,0.00,172,225123,0
569,308,186,1.66,1.33,CIRC,1.20,1.20,0.30,368.47,0.00,422,327878,0
570,89,308,8.35,7.57,CIRC,0.35,0.35,0.09,391.40,0.00,33,20515,0
487,84,263,8.79,7.88,CIRC,0.30,0.30,0.07,390.69,0.00,29,18990,0
649,191,453,8.50,7.39,CIRC,0.20,0.20,0.05,368.66,0.00,10,20699,0
626,263,453,2.55,2.20,CIRC,1.00,1.00,0.25,363.66,0.00,381,254486,0
472,425,83,8.90,8.89,CIRC,0.20,0.20,0.05,3.69,0.00,5,71,0
479,83,259,8.89,7.39,CIRC,0.20,0.20,0.05,390.07,0.00,15,22063,0
624,259,263,3.17,2.55,CIRC,1.00,1.00,0.25,607.88,0.00,355,404650,0
477,260,180,1.71,5.96,CIRC,0.90,0.90,0.23,391.15,-0.02,246,4406858,1
301,181,180,8.50,6.66,CIRC,0.20,0.20,0.05,611.99,0.00,11,45765,0
478,180,259,5.86,5.40,CIRC,1.00,1.00,0.25,369.14,0.00,259,178265,0
480,426,84,8.80,8.79,CIRC,0.30,0.30,0.07,5.35,0.00,25,138,0
625,453,308,2.20,1.86,CIRC,1.00,1.00,0.25,360.81,-0.02,392,256248,0
637,265,328,8.50,7.13,CIRC,0.20,0.20,0.05,357.69,0.00,6,18859,0
650,328,327,2.96,2.63,CIRC,0.90,0.90,0.23,339.73,0.00,237,195551,0
629,327,264,2.63,2.29,CIRC,0.90,0.90,0.23,359.53,0.00,240,215283,0
631,264,260,2.29,1.71,CIRC,0.90,0.90,0.23,616.33,0.00,244,389092,0
463,179,447,5.36,4.88,CIRC,0.45,0.45,0.11,369.50,0.00,51,83729,0
464,82,447,8.25,7.74,CIRC,0.45,0.45,0.11,389.40,0.00,49,26445,0
622,447,451,4.73,4.10,CIRC,0.60,0.60,0.15,364.35,0.00,98,119759,0
462,255,179,6.01,5.41,CIRC,0.40,0.40,0.10,392.51,0.00,38,71293,0
648,190,326,8.50,7.00,CIRC,0.20,0.20,0.05,391.80,0.00,7,21947,0
627,326,255,6.90,6.11,CIRC,0.30,0.30,0.07,354.62,0.00,17,43932,0
623,451,259,4.10,3.57,CIRC,0.60,0.60,0.15,318.79,0.00,104,120799,0
675,324,314,5.01,4.50,CIRC,0.80,0.80,0.20,468.10,0.00,200,239577,0
614,325,324,5.89,5.21,CIRC,0.60,0.60,0.15,432.94,0.00,112,164965,0
664,331,455,8.44,7.80,CIRC,0.40,0.40,0.10,430.96,0.00,44,79291,0
657,192,331,9.00,8.44,CIRC,0.40,0.40,0.10,372.68,0.00,41,56842,0
308,188,192,10.02,9.05,CIRC,0.35,0.35,0.09,480.57,0.00,33,48252,0
666,455,193,7.75,7.27,CIRC,0.45,0.45,0.11,368.17,0.00,54,83804,0
305,193,189,7.22,6.64,CIRC,0.50,0.50,0.12,398.02,0.00,75,109795,0
584,454,187,10.90,9.52,CIRC,0.20,0.20,0.05,359.11,0.00,10,18983,0
306,187,189,9.42,8.38,CIRC,0.30,0.30,0.07,467.04,0.00,17,57864,0
617,322,189,10.90,9.51,CIRC,0.20,0.20,0.05,363.99,0.00,15,19412,0
616,189,325,6.54,5.89,CIRC,0.60,0.60,0.15,385.17,0.00,104,136407,0
595,464,188,10.90,10.07,CIRC,0.30,0.30,0.07,379.11,0.00,26,17535,0
690,334,338,11.00,9.34,CIRC,0.20,0.20,0.05,432.11,0.00,10,24799,0
670,338,193,9.24,8.39,CIRC,0.30,0.30,0.07,383.33,0.00,20,49307,0
578,441,152,7.00,4.54,CIRC,0.40,0.40,0.10,1639.38,0.00,46,320670,0
230,439,152,7.90,5.70,CIRC,0.20,0.20,0.05,734.10,0.00,11,103290,0
577,152,457,4.44,3.79,CIRC,0.50,0.50,0.12,382.51,0.00,60,163057,0
671,457,323,3.79,10.60,CIRC,0.50,0.50,0.12,468.69,-0.01,66,1857900,1
673,332,336,10.90,9.24,CIRC,0.20,0.20,0.05,433.51,0.00,14,26037,0
677,333,337,9.30,8.00,CIRC,0.20,0.20,0.05,432.80,0.00,9,34183,0
669,337,336,7.90,6.51,CIRC,0.30,0.30,0.07,462.41,0.00,17,95314,0
672,336,323,6.46,10.75,CIRC,0.35,0.35,0.09,395.17,0.00,37,1241229,1
615,323,324,10.50,9.72,CIRC,0.60,0.60,0.15,464.03,0.00,104,52833,0
645,313,310,4.29,3.51,CIRC,0.90,0.90,0.23,733.08,-0.00,206,399294,0
565,448,309,7.80,7.05,CIRC,0.30,0.30,0.07,340.39,0.00,24,15013,0
567,310,309,3.51,3.30,CIRC,0.90,0.90,0.23,198.12,0.00,214,97987,0
581,314,313,4.40,4.29,CIRC,0.90,0.90,0.23,109.19,0.00,206,65471,0
636,309,328,3.30,2.96,CIRC,0.90,0.90,0.23,354.71,0.00,232,188882,0
129,98,87,2.13,8.40,CIRC,0.40,0.40,0.10,389.69,-0.02,39,1302531,1
778,489,98,3.09,2.23,CIRC,0.30,0.30,0.07,392.29,0.00,28,127037,0
804,488,489,7.50,6.40,CIRC,0.20,0.20,0.05,366.56,0.00,4,21449,0
545,87,184,8.20,6.87,CIRC,0.60,0.60,0.15,763.62,0.00,98,108028,0
777,198,489,3.92,3.09,CIRC,0.30,0.30,0.07,371.14,0.00,17,100248,0
731,362,363,8.00,6.61,CIRC,0.20,0.20,0.05,363.94,0.00,2,14862,0
787,363,199,6.61,5.11,CIRC,0.20,0.20,0.05,389.83,0.00,9,39828,0
316,199,198,5.01,3.92,CIRC,0.30,0.30,0.07,365.19,0.00,16,71906,0
320,173,183,2.30,7.60,CIRC,0.60,0.60,0.15,691.06,-0.01,104,2528098,1
319,183,184,7.50,6.54,CIRC,0.70,0.70,0.17,644.41,0.00,124,125180,0
526,296,430,4.63,4.24,CIRC,0.35,0.35,0.09,195.62,0.00,31,57231,0
524,430,86,4.19,3.52,CIRC,0.40,0.40,0.10,445.59,0.00,47,142110,0
525,267,296,5.48,4.68,CIRC,0.30,0.30,0.07,363.21,0.00,24,76458,0
546,435,267,8.60,5.58,CIRC,0.20,0.20,0.05,787.49,0.00,12,62567,0
130,86,87,3.42,8.30,CIRC,0.50,0.50,0.12,642.55,0.00,60,1765537,1
795,485,211,7.35,6.81,CIRC,0.35,0.35,0.09,271.73,0.00,37,12599,0
793,484,291,5.49,4.52,CIRC,0.40,0.40,0.10,646.40,0.00,42,125233,0
734,469,300,7.90,6.48,CIRC,0.30,0.30,0.07,645.34,0.00,25,49430,0
540,300,297,6.48,5.73,CIRC,0.30,0.30,0.07,339.31,0.00,28,45734,0
701,481,297,8.00,6.48,CIRC,0.20,0.20,0.05,397.10,0.00,6,22448,0
542,297,484,5.63,5.49,CIRC,0.40,0.40,0.10,95.41,0.00,40,15431,0
794,291,211,4.47,3.58,CIRC,0.45,0.45,0.11,681.88,0.00,51,168960,0
354,211,173,3.53,2.40,CIRC,0.50,0.50,0.12,812.63,0.00,81,252751,0
507,432,431,7.50,6.51,CIRC,0.20,0.20,0.05,330.04,0.00,11,18398,0
508,431,291,6.51,5.77,CIRC,0.20,0.20,0.05,194.38,0.00,11,22166,0
413,216,69,3.33,2.75,CIRC,1.20,1.20,0.30,623.88,0.00,405,464829,0
381,215,216,7.23,6.78,CIRC,1.00,1.00,0.25,442.83,0.00,348,161202,0
90,69,68,2.75,2.35,CIRC,1.20,1.20,0.30,438.90,0.00,417,341738,0
89,70,69,8.00,6.49,CIRC,0.20,0.20,0.05,394.93,0.00,10,22242,0
415,234,235,5.47,4.86,CIRC,0.45,0.45,0.11,467.92,0.00,51,91232,0
410,232,231,8.50,6.70,CIRC,0.20,0.20,0.05,468.84,0.00,7,29771,0
428,231,234,6.60,5.62,CIRC,0.30,0.30,0.07,448.67,0.00,24,59110,0
414,235,216,4.81,4.03,CIRC,0.50,0.50,0.12,458.49,0.00,60,115548,0
416,233,234,8.00,6.44,CIRC,0.20,0.20,0.05,406.07,0.00,12,23307,0
380,217,216,8.00,6.54,CIRC,0.20,0.20,0.05,379.90,0.00,6,20843,0
293,66,174,1.83,8.20,CIRC,0.90,0.90,0.23,622.21,-0.01,241,4412394,1
439,244,178,5.22,4.72,CIRC,0.45,0.45,0.11,382.12,0.00,49,94627,0
469,242,244,6.26,5.32,CIRC,0.35,0.35,0.09,469.79,0.00,37,79395,0
470,238,242,8.50,6.93,CIRC,0.20,0.20,0.05,409.94,0.00,14,23684,0
294,178,174,4.72,8.65,CIRC,0.45,0.45,0.11,454.12,0.00,54,1596713,1
383,174,220,8.10,7.70,CIRC,1.00,1.00,0.25,381.76,0.00,330,129650,0
106,35,62,4.38,2.99,CIRC,0.50,0.50,0.12,897.87,0.00,68,295194,0
93,62,66,2.59,1.83,CIRC,0.90,0.90,0.23,757.32,0.00,225,453279,0
382,220,215,7.70,7.23,CIRC,1.00,1.00,0.25,453.25,0.00,344,159752,0
77,49,48,6.37,5.64,CIRC,0.45,0.45,0.11,560.63,0.00,51,117646,0
58,37,36,9.10,7.93,CIRC,0.30,0.30,0.07,533.97,0.00,23,26586,0
135,36,49,7.83,6.42,CIRC,0.40,0.40,0.10,931.49,0.00,45,126553,0
105,48,35,5.64,4.43,CIRC,0.45,0.45,0.11,931.45,0.00,58,229961,0
296,176,177,8.50,7.27,CIRC,0.20,0.20,0.05,411.59,0.00,8,24450,0
430,177,242,7.17,6.31,CIRC,0.30,0.30,0.07,382.48,0.00,20,46653,0
385,78,221,9.10,8.21,CIRC,0.30,0.30,0.07,401.18,0.00,18,16150,0
837,245,221,6.06,5.15,CIRC,0.35,0.35,0.09,452.90,0.00,36,91938,0
