PipeID,UpNode,DownNode,UpBottomElev,DownBottomElev,Shape,Height,Width,HydrolicRadius,Length,Slope,DesignFlow,CapitalCost(CNY),HasPump
838,243,245,7.16,6.11,CIRC,0.30,0.30,0.07,471.33,0.00,21,65372,0
436,422,245,9.20,7.68,CIRC,0.20,0.20,0.05,397.03,0.00,9,19445,0
839,239,243,8.50,7.26,CIRC,0.20,0.20,0.05,413.13,0.00,12,24590,0
384,221,174,5.05,8.65,CIRC,0.45,0.45,0.11,356.44,0.00,54,1577893,1
411,230,231,8.00,6.78,CIRC,0.20,0.20,0.05,408.00,0.00,4,25161,0
427,146,234,7.20,6.04,CIRC,0.20,0.20,0.05,385.38,0.00,10,26048,0
441,218,423,9.10,7.73,CIRC,0.30,0.30,0.07,620.49,0.00,23,32311,0
95,71,423,7.65,6.85,CIRC,0.70,0.70,0.17,533.64,0.00,123,118812,0
94,423,62,6.75,6.02,CIRC,0.80,0.80,0.20,570.06,0.00,156,172120,0
91,68,72,2.35,1.94,CIRC,1.20,1.20,0.30,453.77,0.00,417,366210,0
8,3,5,3.58,8.80,CIRC,0.60,0.60,0.15,897.69,-0.01,108,2649029,1
7,4,3,5.20,3.58,CIRC,0.60,0.60,0.15,931.56,0.00,98,337733,0
163,22,109,8.50,7.33,CIRC,0.30,0.30,0.07,530.13,0.00,23,27621,0
164,109,50,7.28,6.30,CIRC,0.35,0.35,0.09,492.93,0.00,35,65408,0
59,50,4,6.20,5.35,CIRC,0.45,0.45,0.11,652.14,0.00,51,149862,0
5,2,7,8.45,7.39,CIRC,0.35,0.35,0.09,530.30,0.00,32,30180,0
6,7,4,7.39,6.40,CIRC,0.35,0.35,0.09,495.93,0.00,32,62978,0
96,5,71,8.80,7.75,CIRC,0.60,0.60,0.15,643.77,0.00,108,86266,0
32,26,25,7.80,6.92,CIRC,0.30,0.30,0.07,400.17,0.00,22,19014,0
261,141,138,6.22,5.33,CIRC,0.30,0.30,0.07,403.59,0.00,27,52789,0
204,138,137,3.60,3.04,CIRC,0.50,0.50,0.12,408.09,0.00,84,135891,0
215,142,141,7.90,6.73,CIRC,0.20,0.20,0.05,305.91,0.00,9,14607,0
205,137,25,2.94,2.14,CIRC,0.60,0.60,0.15,422.33,0.00,87,176566,0
212,140,141,7.90,6.32,CIRC,0.20,0.20,0.05,411.85,0.00,12,23869,0
249,159,160,5.82,5.36,CIRC,0.30,0.30,0.07,198.93,0.00,29,40642,0
329,160,165,5.26,4.65,CIRC,0.40,0.40,0.10,401.27,0.00,38,96734,0
248,161,160,8.50,7.42,CIRC,0.20,0.20,0.05,361.12,0.00,7,20982,0
262,165,166,4.60,4.13,CIRC,0.45,0.45,0.11,362.47,0.00,54,98819,0
263,164,165,7.18,6.42,CIRC,0.20,0.20,0.05,199.80,0.00,15,21025,0
251,403,158,8.50,7.23,CIRC,0.20,0.20,0.05,422.78,0.00,9,26549,0
250,158,159,7.23,5.92,CIRC,0.20,0.20,0.05,342.67,0.00,13,49610,0
323,30,159,8.50,7.23,CIRC,0.20,0.20,0.05,422.66,0.00,9,26538,0
256,162,164,8.50,7.18,CIRC,0.20,0.20,0.05,343.44,0.00,11,17636,0
260,166,138,4.13,3.65,CIRC,0.45,0.45,0.11,370.64,-0.01,55,105136,0
31,25,32,2.14,8.10,CIRC,0.60,0.60,0.15,375.94,-0.02,103,2443897,1
328,18,31,7.20,5.61,CIRC,0.20,0.20,0.05,530.80,0.00,12,48770,0
33,31,32,5.61,8.50,CIRC,0.20,0.20,0.05,359.73,0.00,12,590351,1
223,145,144,7.20,5.24,CIRC,0.20,0.20,0.05,512.58,0.00,9,34741,0
394,224,144,7.20,5.75,CIRC,0.20,0.20,0.05,378.61,0.00,14,20726,0
224,144,147,5.14,7.80,CIRC,0.30,0.30,0.07,735.89,0.00,30,1084019,1
227,149,148,7.90,5.48,CIRC,0.20,0.20,0.05,630.51,0.00,4,50074,0
225,148,461,3.21,2.59,CIRC,0.60,0.60,0.15,324.16,0.00,86,121486,0
226,461,147,2.59,7.50,CIRC,0.60,0.60,0.15,340.57,0.00,99,2369000,1
640,329,262,5.44,4.71,CIRC,0.30,0.30,0.07,328.20,0.00,21,67333,0
641,257,329,7.90,6.87,CIRC,0.20,0.20,0.05,343.17,0.00,11,20340,0
634,256,452,7.90,6.85,CIRC,0.20,0.20,0.05,350.32,0.00,1,20954,0
633,452,261,6.85,5.61,CIRC,0.20,0.20,0.05,322.89,0.00,4,43975,0
475,261,262,5.61,4.84,CIRC,0.20,0.20,0.05,202.17,0.00,9,39037,0
644,330,266,7.90,6.85,CIRC,0.20,0.20,0.05,351.21,0.00,5,21032,0
642,266,262,5.44,4.50,CIRC,0.40,0.40,0.10,622.33,0.00,41,140075,0
684,340,462,6.92,6.22,CIRC,0.35,0.35,0.09,349.16,0.00,33,32580,0
685,311,340,7.80,7.00,CIRC,0.30,0.30,0.07,357.05,0.00,16,16174,0
482,462,266,6.22,5.49,CIRC,0.35,0.35,0.09,364.44,0.00,35,54154,0
687,155,340,7.80,6.97,CIRC,0.30,0.30,0.07,373.16,0.00,16,17241,0
474,262,460,4.40,3.88,CIRC,0.50,0.50,0.12,349.37,-0.01,72,98187,0
680,258,339,7.90,6.59,CIRC,0.20,0.20,0.05,341.93,0.00,6,17509,0
682,339,329,6.59,5.54,CIRC,0.20,0.20,0.05,349.93,0.00,8,45071,0
473,460,148,3.88,3.31,CIRC,0.50,0.50,0.12,385.73,0.00,72,114366,0
231,456,446,10.90,9.39,CIRC,0.20,0.20,0.05,394.33,0.00,5,22185,0
220,150,143,6.82,5.90,CIRC,0.35,0.35,0.09,460.50,0.00,32,31102,0
219,143,65,5.85,4.91,CIRC,0.40,0.40,0.10,624.90,0.00,43,79490,0
86,65,64,4.31,3.82,CIRC,1.00,1.00,0.25,427.82,0.00,290,203097,0
488,129,150,8.60,6.97,CIRC,0.20,0.20,0.05,424.91,0.00,12,10402,0
378,128,143,8.60,6.97,CIRC,0.20,0.20,0.05,426.08,0.00,8,10477,0
51,44,40,1.78,0.77,CIRC,1.00,1.00,0.25,789.37,0.00,254,558286,0
339,136,44,2.36,1.88,CIRC,0.90,0.90,0.23,479.60,-0.01,225,288520,0
49,39,40,7.90,6.25,CIRC,0.20,0.20,0.05,430.32,0.00,8,25712,0
194,124,131,7.90,6.25,CIRC,0.20,0.20,0.05,431.67,0.00,8,25848,0
195,131,130,3.81,3.15,CIRC,0.50,0.50,0.12,408.64,0.00,64,131990,0
196,130,136,2.75,2.36,CIRC,0.90,0.90,0.23,382.59,0.00,220,226597,0
186,127,52,6.15,5.19,CIRC,0.35,0.35,0.09,479.52,0.00,31,68125,0
68,52,54,5.14,4.49,CIRC,0.40,0.40,0.10,432.91,0.00,40,86053,0
184,125,126,7.80,6.87,CIRC,0.30,0.30,0.07,415.90,0.00,16,20214,0
187,126,127,6.87,6.20,CIRC,0.30,0.30,0.07,301.52,0.00,21,27106,0
217,54,131,4.44,3.86,CIRC,0.45,0.45,0.11,449.43,0.00,51,111991,0
70,59,53,4.70,4.16,CIRC,0.70,0.70,0.17,386.19,0.00,136,138169,0
206,139,53,6.31,4.87,CIRC,0.30,0.30,0.07,479.26,0.00,20,75812,0
281,170,171,7.90,7.13,CIRC,0.20,0.20,0.05,200.48,0.00,6,7561,0
331,171,58,7.13,5.69,CIRC,0.20,0.20,0.05,479.04,0.00,10,52670,0
333,135,58,8.00,7.30,CIRC,0.70,0.70,0.17,452.74,0.00,118,77441,0
72,58,59,5.19,4.70,CIRC,0.70,0.70,0.17,344.43,0.00,130,112164,0
208,53,130,4.06,3.48,CIRC,0.80,0.80,0.20,450.62,0.00,154,203272,0
278,409,139,7.90,6.41,CIRC,0.20,0.20,0.05,390.01,0.00,11,21779,0
218,40,65,0.77,4.31,CIRC,1.00,1.00,0.25,898.17,-0.01,259,4885611,1
291,133,41,4.10,3.25,CIRC,0.60,0.60,0.15,475.95,-0.01,94,171376,0
200,134,132,8.50,7.46,CIRC,0.20,0.20,0.05,345.86,0.00,8,19695,0
199,132,133,4.75,4.25,CIRC,0.45,0.45,0.11,388.18,0.00,58,114619,0
55,41,42,3.25,2.04,CIRC,0.60,0.60,0.15,732.76,0.00,106,286716,0
193,402,133,9.10,7.46,CIRC,0.30,0.30,0.07,745.90,0.00,28,46007,0
54,42,46,2.04,1.88,CIRC,0.60,0.60,0.15,102.34,0.00,112,44730,0
75,57,55,8.50,7.18,CIRC,0.20,0.20,0.05,344.98,0.00,9,17766,0
253,163,55,6.50,5.54,CIRC,0.35,0.35,0.09,478.88,0.00,35,66786,0
289,56,169,8.40,7.33,CIRC,0.30,0.30,0.07,478.75,0.00,17,17759,0
282,169,163,7.28,6.50,CIRC,0.35,0.35,0.09,392.46,0.00,31,30002,0
255,55,132,5.49,4.80,CIRC,0.40,0.40,0.10,454.34,0.00,46,104303,0
52,46,43,1.88,1.72,CIRC,0.60,0.60,0.15,101.16,0.00,112,45325,0
334,43,135,1.72,8.10,CIRC,0.60,0.60,0.15,478.61,-0.01,112,2611450,1
389,114,222,8.20,6.50,CIRC,0.20,0.20,0.05,442.49,0.00,5,26962,0
390,222,420,6.50,4.75,CIRC,0.20,0.20,0.05,458.72,0.00,10,61319,0
391,420,419,4.75,7.20,CIRC,0.20,0.20,0.05,1321.38,-0.00,10,609851,1
392,419,227,7.20,6.32,CIRC,0.20,0.20,0.05,231.02,0.00,10,9382,0
489,227,427,6.32,1.48,CIRC,0.20,0.20,0.05,1261.88,0.00,10,245623,0
490,427,129,1.48,8.60,CIRC,0.20,0.20,0.05,1552.37,-0.00,10,755971,1
801,304,372,7.26,5.69,CIRC,0.30,0.30,0.07,675.55,0.00,29,66453,0
798,372,373,5.54,4.74,CIRC,0.45,0.45,0.11,619.90,0.00,51,107408,0
550,303,304,9.60,7.36,CIRC,0.20,0.20,0.05,585.27,0.00,6,20256,0
797,371,372,9.60,6.79,CIRC,0.20,0.20,0.05,732.48,0.00,12,35600,0
802,373,305,4.69,3.47,CIRC,0.50,0.50,0.12,898.29,0.00,84,201756,0
799,486,373,7.10,5.71,CIRC,0.30,0.30,0.07,602.58,0.00,29,36428,0
83,67,63,4.08,3.40,CIRC,0.40,0.40,0.10,450.49,0.00,46,147203,0
85,47,67,5.47,4.18,CIRC,0.30,0.30,0.07,430.10,0.00,18,79530,0
84,387,47,7.20,5.57,CIRC,0.20,0.20,0.05,426.67,0.00,8,25342,0
45,45,38,5.85,5.21,CIRC,0.70,0.70,0.17,430.22,0.00,126,135248,0
46,34,38,8.19,7.54,CIRC,0.40,0.40,0.10,431.78,-0.00,40,52966,0
371,414,45,6.61,6.05,CIRC,0.50,0.50,0.12,378.45,0.00,74,66423,0
374,415,214,8.40,7.46,CIRC,0.30,0.30,0.07,425.35,0.00,24,21832,0
372,214,45,7.31,6.27,CIRC,0.45,0.45,0.11,805.29,0.00,56,110309,0
82,416,34,9.85,8.24,CIRC,0.35,0.35,0.09,805.41,0.00,34,59282,0
144,38,113,5.11,4.10,CIRC,0.80,0.80,0.20,805.36,0.00,160,356088,0
370,112,414,9.05,8.20,CIRC,0.35,0.35,0.09,426.04,0.00,35,16676,0
142,113,63,4.10,3.25,CIRC,0.80,0.80,0.20,703.84,0.00,170,354723,0
65,33,60,8.35,7.66,CIRC,0.35,0.35,0.09,346.43,0.00,31,17365,0
369,60,414,7.66,6.76,CIRC,0.35,0.35,0.09,450.99,0.00,31,42366,0
81,63,388,3.00,2.57,CIRC,0.80,0.80,0.20,407.11,0.00,205,230136,0
138,51,396,5.33,3.73,CIRC,0.50,0.50,0.12,978.91,0.00,63,251855,0
61,61,51,6.18,5.38,CIRC,0.45,0.45,0.11,617.79,0.00,58,105590,0
405,229,61,8.20,6.43,CIRC,0.20,0.20,0.05,461.14,0.00,15,25431,0
60,385,61,7.40,6.58,CIRC,0.30,0.30,0.07,373.59,0.00,24,20939,0
139,396,397,3.63,2.27,CIRC,0.60,0.60,0.15,789.43,0.00,99,293089,0
