NodeID,X,Y,NodeType,SystemType,SurfaceElev,InvertElev,StrahlerNumber
458,407732.67,4317046.49,Manhole,0,10.10,4.62,1
310,405227.71,4317415.38,Manhole,0,8.70,3.67,3
441,405950.89,4315035.65,Manhole,0,8.00,6.90,1
314,405961.24,4317523.44,Manhole,0,11.20,8.51,1
349,409841.54,4317387.29,Manhole,0,11.70,9.09,1
277,410283.83,4317587.23,Manhole,0,11.30,10.40,1
282,411160.30,4317047.33,Manhole,0,11.70,5.46,3
295,411885.04,4317045.85,Manhole,0,8.00,5.59,1
476,411730.95,4316262.47,Manhole,0,8.00,1.30,2
70,400022.15,4316697.98,Manhole,0,8.80,7.90,1
146,401573.39,4316690.58,Manhole,0,8.00,3.29,3
33,398500.73,4314472.37,Manhole,0,9.30,3.38,3
303,406644.53,4311949.78,Manhole,0,10.40,9.50,1
121,395499.37,4316315.18,Manhole,0,9.80,8.80,1
14,396041.15,4315877.07,Manhole,0,8.00,1.19,3
413,414226.91,4318559.10,Manhole,0,8.30,1.27,2
183,413532.66,4318303.35,Manhole,0,8.80,7.90,1
103,395029.30,4319782.85,Manhole,0,9.30,5.87,2
73,394702.68,4318373.72,Manhole,0,9.40,7.50,2
407,396048.48,4318725.55,Manhole,0,9.30,1.76,2
200,410514.08,4321379.36,Manhole,0,10.10,6.63,1
209,411168.36,4320608.21,Manhole,0,11.80,5.60,2
497,407123.86,4321385.09,Manhole,0,8.00,5.64,3
94,410849.05,4319078.59,Manhole,0,11.70,4.36,5
466,410514.95,4320215.21,Manhole,0,8.00,7.10,1
293,410516.09,4318686.42,Manhole,0,11.70,7.30,1
490,408437.82,4319758.92,Manhole,0,10.00,4.65,1
325,406430.56,4317951.57,Manhole,0,11.70,10.80,1
322,406432.71,4318700.73,Manhole,0,11.70,10.80,1
465,409052.57,4317590.64,Manhole,0,11.70,4.75,2
187,405964.64,4318338.93,Manhole,0,11.70,9.90,1
271,405973.23,4320403.63,Manhole,0,11.70,7.18,3
219,400658.64,4320214.91,Manhole,0,10.90,4.11,4
390,397953.36,4319132.92,Manhole,0,9.30,8.40,1
5,400041.93,4320871.60,Manhole,0,10.00,8.60,2
159,396999.43,4317642.66,Manhole,0,9.80,8.90,1
170,397718.22,4317641.19,Manhole,0,8.70,6.93,1
162,397397.14,4317985.28,Manhole,0,9.30,1.98,2
18,396045.19,4317447.72,Manhole,0,8.00,7.10,1
153,407730.00,4316668.72,Manhole,0,10.10,5.19,1
309,405228.81,4317613.50,Manhole,0,8.70,6.58,2
330,404868.72,4317415.94,Manhole,0,8.70,4.19,2
324,406429.32,4317518.63,Manhole,0,11.20,10.30,1
473,409836.66,4316661.24,Manhole,0,11.70,10.70,1
348,411161.06,4317383.62,Manhole,0,11.70,6.02,3
496,411848.00,4316654.10,Manhole,0,8.00,7.10,1
477,412299.91,4316257.39,Manhole,0,8.30,2.44,2
234,401574.22,4317075.96,Manhole,0,8.80,3.91,3
60,398225.93,4314683.32,Manhole,0,9.30,3.83,3
24,396569.74,4315870.82,Manhole,0,8.70,1.74,3
77,414411.09,4319063.59,Manhole,0,8.80,2.09,2
392,395397.05,4320089.75,Manhole,0,10.30,6.49,2
116,394695.97,4318008.21,Manhole,0,9.40,8.20,2
28,396581.04,4318718.50,Manhole,0,9.30,2.46,2
205,411170.10,4321378.25,Manhole,0,10.10,9.20,1
353,411167.46,4320211.29,Manhole,0,11.30,7.80,2
474,411568.52,4320605.92,Manhole,0,8.00,7.10,1
472,409868.39,4321380.45,Manhole,0,10.10,9.20,1
95,411164.89,4319077.26,Manhole,0,11.70,4.92,5
367,409850.29,4318688.54,Manhole,0,10.10,8.21,1
445,406440.43,4321386.25,Manhole,0,8.00,6.60,3
491,408427.66,4319367.76,Manhole,0,10.00,6.15,1
185,409058.50,4318324.39,Manhole,0,8.00,7.10,1
343,409842.89,4317588.45,Manhole,0,11.70,10.80,1
454,405966.13,4318698.04,Manhole,0,11.70,10.70,1
275,406437.60,4320401.21,Manhole,0,11.70,7.81,3
218,400656.83,4319690.95,Manhole,0,10.00,5.35,3
253,401270.64,4320202.14,Manhole,0,10.90,5.51,2
3,399144.25,4320875.59,Manhole,0,10.00,3.00,2
171,397717.21,4317440.72,Manhole,0,8.70,7.80,1
163,397719.98,4317985.24,Manhole,0,8.70,2.57,2
437,409045.08,4316664.05,Manhole,0,11.70,7.87,1
448,405230.69,4317953.89,Manhole,0,8.70,7.70,1
449,405961.60,4317610.15,Manhole,0,11.20,9.49,1
340,404868.65,4317052.04,Manhole,0,8.70,4.78,2
347,410830.76,4317384.54,Manhole,0,11.70,6.47,3
478,412492.95,4316445.35,Manhole,0,8.30,2.98,2
231,401575.17,4317524.62,Manhole,0,9.30,8.40,1
233,401980.26,4317071.52,Manhole,0,8.80,5.85,1
235,401106.32,4317081.08,Manhole,0,8.80,4.57,3
414,397953.76,4314323.71,Manhole,0,9.40,4.29,3
26,396571.48,4316309.66,Manhole,0,8.70,2.90,1
27,396979.46,4315198.47,Manhole,0,8.00,3.26,3
86,413533.46,4319067.28,Manhole,0,9.40,3.45,2
110,395646.63,4320235.72,Manhole,0,10.30,6.96,2
498,395511.57,4318012.24,Manhole,0,9.30,2.63,2
20,396579.64,4318365.83,Manhole,0,8.00,7.00,1
406,396848.67,4318714.95,Manhole,0,9.30,2.91,2
354,411566.58,4320208.90,Manhole,0,10.10,9.20,1
281,411166.67,4319861.56,Manhole,0,11.30,10.40,1
97,411561.03,4319075.59,Manhole,0,10.10,5.64,5
196,409847.82,4318320.67,Manhole,0,10.10,9.05,1
319,406438.69,4320782.33,Manhole,0,11.70,8.63,3
467,410861.30,4320213.13,Manhole,0,11.30,9.14,1
100,408549.54,4319088.28,Manhole,0,11.80,7.95,1
276,406837.52,4320399.12,Manhole,0,11.70,8.38,3
78,400654.87,4319121.54,Manhole,0,10.00,8.70,2
240,401579.78,4319686.11,Manhole,0,10.00,6.61,3
10,401269.08,4320866.14,Manhole,0,10.90,6.79,2
4,398212.70,4320879.73,Manhole,0,10.00,4.21,2
55,398198.85,4317985.19,Manhole,0,9.30,3.46,2
302,409050.94,4317389.49,Manhole,0,11.70,10.80,1
463,405963.02,4317951.60,Manhole,0,11.70,10.80,1
462,404519.48,4317052.05,Manhole,0,8.70,7.80,1
155,404868.57,4316678.88,Manhole,0,8.70,5.34,1
341,410832.93,4317585.71,Manhole,0,11.70,6.75,3
157,412494.04,4316651.81,Manhole,0,8.30,3.39,2
145,401977.80,4316689.14,Manhole,0,8.00,7.10,1
216,400647.86,4317086.09,Manhole,0,8.80,5.31,3
112,397696.65,4313984.01,Manhole,0,10.00,4.74,3
25,396573.07,4316709.83,Manhole,0,8.70,3.89,1
126,397407.68,4315869.58,Manhole,0,8.70,4.18,3
430,413533.93,4319512.87,Manhole,0,10.00,4.28,2
12,396052.36,4320234.43,Manhole,0,10.30,8.26,1
168,395651.87,4319762.00,Manhole,0,10.30,9.40,1
122,395508.25,4317549.67,Manhole,0,9.30,3.65,2
8,395639.39,4320891.17,Manhole,0,10.80,9.50,1
167,397197.58,4319012.80,Manhole,0,9.30,3.60,2
101,411945.55,4319073.97,Manhole,0,8.00,6.29,4
368,411559.11,4318683.11,Manhole,0,10.10,7.68,1
369,411563.14,4319505.87,Manhole,0,10.10,7.74,2
312,405974.82,4320784.98,Manhole,0,11.70,10.50,2
320,406829.24,4320780.09,Manhole,0,11.70,9.89,1
279,410857.51,4319862.47,Manhole,0,11.30,9.91,1
492,408722.30,4318692.12,Manhole,0,11.80,9.60,1
252,406845.95,4320011.64,Manhole,0,11.70,4.56,2
272,407756.35,4320394.32,Manhole,0,11.80,10.80,1
236,401997.07,4319683.92,Manhole,0,9.70,8.80,1
241,401580.52,4320033.65,Manhole,0,10.90,8.08,1
81,401578.57,4319117.64,Manhole,0,10.00,2.24,3
221,400653.49,4318720.35,Manhole,0,9.70,2.56,2
421,402004.66,4320862.88,Manhole,0,10.90,7.96,2
7,397716.78,4320881.93,Manhole,0,9.30,4.92,2
57,398197.20,4317640.21,Manhole,0,9.30,4.53,1
56,398200.72,4318375.44,Manhole,0,9.30,6.06,2
439,405223.61,4316677.62,Manhole,0,8.70,6.27,1
342,411161.51,4317584.80,Manhole,0,11.70,7.22,3
287,412496.11,4317044.61,Manhole,0,8.30,4.31,2
215,400649.38,4317528.92,Manhole,0,9.30,6.55,2
69,400024.02,4317092.91,Manhole,0,8.80,7.90,1
38,398038.86,4313758.66,Manhole,0,10.00,5.17,3
15,396043.29,4316710.39,Manhole,0,8.00,5.48,1
125,396991.78,4315870.20,Manhole,0,8.70,4.66,3
296,413419.63,4319671.62,Manhole,0,10.00,4.61,2
19,396051.15,4319762.00,Manhole,0,10.30,9.30,1
120,395502.22,4316710.97,Manhole,0,9.30,6.40,1
108,394687.46,4317544.75,Manhole,0,9.30,6.95,1
1,396054.05,4320889.32,Manhole,0,10.80,3.14,1
76,397440.69,4318718.36,Manhole,0,8.00,4.84,1
405,397716.51,4319455.79,Manhole,0,9.30,7.49,1
365,411164.00,4318684.36,Manhole,0,11.70,9.28,1
285,411564.87,4319860.39,Manhole,0,10.10,9.20,1
366,411165.87,4319507.43,Manhole,0,11.70,10.80,1
440,405977.32,4321387.03,Manhole,0,8.00,3.16,2
99,412133.57,4319073.18,Manhole,0,8.30,6.53,4
321,407124.19,4321072.46,Manhole,0,11.80,10.80,1
359,410853.69,4319508.65,Manhole,0,11.70,10.70,1
306,409061.46,4318691.04,Manhole,0,11.80,10.90,1
335,407265.81,4319639.79,Manhole,0,11.80,5.60,1
251,406436.48,4320013.35,Manhole,0,11.70,8.13,2
237,401999.31,4320031.90,Manhole,0,10.00,9.00,1
80,401993.42,4319115.90,Manhole,0,9.70,2.77,3
174,400652.26,4318363.92,Manhole,0,9.70,3.18,2
9,402498.59,4320860.68,Manhole,0,10.00,8.80,2
2,397186.48,4320884.29,Manhole,0,9.40,8.35,1
109,397716.65,4320229.16,Manhole,0,9.30,6.12,2
134,398650.53,4317639.29,Manhole,0,9.30,6.37,1
169,397721.97,4318377.69,Manhole,0,8.70,7.70,1
133,398656.17,4318373.30,Manhole,0,9.80,7.21,2
311,405225.69,4317052.03,Manhole,0,8.70,7.80,1
360,411162.28,4317921.13,Manhole,0,11.70,7.73,3
268,412883.87,4317043.82,Manhole,0,8.30,5.89,1
479,412497.88,4317379.90,Manhole,0,8.80,5.41,1
220,400650.95,4317982.16,Manhole,0,9.30,8.40,1
232,401106.34,4317526.80,Manhole,0,9.30,8.40,1
34,397804.28,4313396.16,Manhole,0,10.80,7.99,1
45,398272.60,4314119.84,Manhole,0,9.40,6.58,1
113,398711.48,4313315.73,Manhole,0,10.00,8.60,3
16,396042.27,4316312.39,Manhole,0,8.00,7.10,1
140,396993.67,4316307.48,Manhole,0,8.70,5.19,3
213,414074.69,4320258.12,Manhole,0,10.00,6.44,1
267,413106.60,4319855.84,Manhole,0,8.80,5.23,2
105,394874.53,4316711.64,Manhole,0,9.80,8.90,1
394,394680.49,4317165.55,Manhole,0,9.30,8.40,1
408,396591.93,4320886.93,Manhole,0,10.30,4.10,1
75,397002.55,4318364.05,Manhole,0,8.00,7.10,1
102,397716.55,4319693.44,Manhole,0,9.30,8.40,1
195,411163.17,4318314.49,Manhole,0,11.70,10.80,1
202,405249.74,4321388.26,Manhole,0,10.80,4.32,2
487,412135.83,4319505.06,Manhole,0,8.30,7.10,4
248,405971.61,4320015.29,Manhole,0,11.70,10.80,1
92,406433.85,4319097.19,Manhole,0,11.70,9.56,1
93,407263.88,4319093.69,Manhole,0,11.80,6.92,1
79,402495.15,4319113.78,Manhole,0,8.00,3.34,3
178,401106.37,4318361.78,Manhole,0,9.70,3.90,2
226,402496.95,4320029.82,Manhole,0,9.30,2.64,2
22,397186.52,4320230.84,Manhole,0,9.40,7.11,1
50,398209.58,4320227.59,Manhole,0,10.00,2.42,1
42,399128.57,4317638.31,Manhole,0,8.70,7.80,1
132,398653.19,4317985.13,Manhole,0,9.80,8.90,1
402,398661.91,4319119.18,Manhole,0,10.00,9.00,1
361,411555.38,4317920.72,Manhole,0,10.10,2.95,2
357,410836.56,4317921.46,Manhole,0,11.70,8.53,2
351,412124.74,4317380.94,Manhole,0,8.30,6.53,1
151,412882.51,4316650.43,Manhole,0,8.30,7.40,1
63,399299.32,4312928.63,Manhole,0,10.00,2.36,3
416,398484.09,4312964.26,Manhole,0,10.80,9.75,1
214,398951.05,4313686.03,Manhole,0,9.40,8.40,1
141,397405.51,4316305.36,Manhole,0,8.70,5.71,3
411,414557.64,4319683.58,Manhole,0,9.40,8.40,1
299,413204.30,4320199.07,Manhole,0,8.80,7.80,1
435,412891.01,4319098.44,Manhole,0,9.40,8.50,1
111,396584.39,4320232.75,Manhole,0,10.30,5.21,1
307,405246.42,4320789.15,Manhole,0,10.00,8.06,1
204,404529.36,4321389.48,Manhole,0,10.80,7.38,1
370,412504.94,4319511.31,Manhole,0,8.80,4.71,4
90,405967.80,4319099.15,Manhole,0,11.70,10.70,1
91,407747.14,4319091.66,Manhole,0,11.80,8.87,1
175,402493.66,4318355.26,Manhole,0,8.00,5.48,2
82,403218.13,4319110.74,Manhole,0,9.30,4.09,3
244,401106.36,4317979.66,Manhole,0,9.30,4.45,1
177,401576.95,4318359.57,Manhole,0,9.70,5.59,2
225,402496.27,4319681.30,Manhole,0,9.30,8.40,1
246,403215.06,4320026.82,Manhole,0,9.70,3.81,2
21,397186.56,4319694.47,Manhole,0,9.40,8.40,1
37,399141.09,4320224.64,Manhole,0,10.00,3.68,1
344,411553.73,4317583.71,Manhole,0,10.10,4.47,1
280,410516.66,4317921.80,Manhole,0,11.70,10.70,1
194,410840.82,4318316.01,Manhole,0,11.70,9.46,1
197,411557.30,4318312.64,Manhole,0,10.10,3.86,2
345,412125.79,4317582.13,Manhole,0,8.30,7.40,1
67,399544.05,4313306.85,Manhole,0,9.40,8.40,1
114,400153.20,4312366.34,Manhole,0,9.00,3.85,3
138,397403.50,4316708.95,Manhole,0,8.70,6.24,3
172,396578.97,4319762.00,Manhole,0,10.30,6.01,1
318,404532.11,4320793.24,Manhole,0,10.80,9.80,1
203,403907.19,4321176.74,Manhole,0,10.80,9.90,1
288,412507.87,4319857.60,Manhole,0,8.30,2.18,3
98,412501.23,4319071.63,Manhole,0,8.80,6.40,1
317,407750.88,4319620.78,Manhole,0,11.80,10.90,1
176,401988.54,4318357.63,Manhole,0,9.30,8.30,1
424,402492.90,4317972.06,Manhole,0,8.00,7.10,1
83,403904.78,4319107.84,Manhole,0,9.70,7.19,2
447,403219.43,4318721.34,Manhole,0,9.30,4.80,3
243,401577.71,4318716.75,Manhole,0,9.70,6.43,2
242,401576.14,4317977.09,Manhole,0,9.30,5.49,1
254,403213.74,4320418.04,Manhole,0,9.70,4.40,2
36,399138.51,4319690.67,Manhole,0,9.80,5.43,1
182,410516.37,4318317.53,Manhole,0,11.70,10.80,1
495,411820.21,4318311.40,Manhole,0,8.00,4.75,2
350,411552.75,4317382.53,Manhole,0,10.10,5.24,1
222,400393.20,4312738.09,Manhole,0,9.00,4.48,2
115,400530.42,4312117.94,Manhole,0,9.30,6.73,2
137,396995.40,4316709.38,Manhole,0,9.30,8.40,1
139,397713.48,4316708.62,Manhole,0,8.70,6.75,3
29,396850.53,4319433.11,Manhole,0,9.40,7.10,1
289,412137.67,4319858.70,Manhole,0,8.30,2.99,2
355,412510.79,4320203.23,Manhole,0,8.30,7.40,1
489,412497.92,4318679.36,Manhole,0,8.80,7.90,1
84,404508.31,4319105.30,Manhole,0,9.70,8.69,1
425,403904.80,4319111.54,Manhole,0,9.70,8.80,1
451,403583.78,4318719.44,Manhole,0,9.70,8.80,1
179,403220.67,4318351.84,Manhole,0,9.30,5.32,3
239,401990.84,4318715.14,Manhole,0,9.30,8.40,1
245,401106.39,4318718.59,Manhole,0,9.70,7.48,1
238,401986.07,4317974.84,Manhole,0,9.30,6.44,1
273,403897.17,4320414.47,Manhole,0,10.80,5.82,2
49,398207.02,4319692.48,Manhole,0,10.00,9.10,1
352,411916.77,4317381.52,Manhole,0,8.00,6.33,1
364,411800.30,4317920.46,Manhole,0,8.00,7.10,1
199,412129.59,4318309.95,Manhole,0,8.30,5.94,1
51,400935.00,4311947.43,Manhole,0,9.30,8.30,1
229,400757.55,4312453.85,Manhole,0,9.00,8.10,1
420,400642.01,4313123.48,Manhole,0,8.30,5.08,2
142,397711.42,4316303.78,Manhole,0,8.70,7.30,3
23,396583.05,4319225.07,Manhole,0,9.40,8.50,1
294,411779.59,4319859.75,Manhole,0,8.00,4.07,2
426,404508.28,4319110.66,Manhole,0,9.70,8.70,1
255,403221.99,4317959.33,Manhole,0,9.30,6.69,1
422,401106.41,4319115.61,Manhole,0,10.00,9.10,1
230,401983.16,4317522.73,Manhole,0,8.80,7.90,1
190,403580.30,4318350.15,Manhole,0,9.30,1.94,3
274,404533.87,4320411.14,Manhole,0,10.80,8.41,1
249,403892.04,4320023.99,Manhole,0,10.00,9.10,1
346,411916.83,4317582.71,Manhole,0,8.00,7.10,1
488,412131.59,4318692.25,Manhole,0,8.30,7.40,1
385,401082.52,4312845.98,Manhole,0,8.30,6.22,1
419,401942.88,4313355.38,Manhole,0,8.00,3.85,2
54,398190.80,4316301.31,Manhole,0,8.70,1.00,3
494,411875.92,4320207.04,Manhole,0,8.00,5.55,2
256,403223.12,4317622.69,Manhole,0,8.70,7.80,1
326,403576.61,4317958.37,Manhole,0,9.30,1.81,2
180,403900.47,4318348.64,Manhole,0,9.70,2.36,2
250,404535.66,4320021.30,Manhole,0,10.80,9.90,1
61,401216.63,4312497.29,Manhole,0,8.70,7.80,1
227,402079.36,4313541.79,Manhole,0,8.00,4.37,2
131,398640.22,4316299.00,Manhole,0,8.70,1.65,3
356,412139.48,4320205.46,Manhole,0,8.30,7.40,1
493,411799.85,4320604.93,Manhole,0,8.00,7.10,1
452,403573.43,4317621.08,Manhole,0,9.30,7.16,1
181,404512.45,4318345.76,Manhole,0,9.30,3.33,2
260,403898.24,4317957.50,Manhole,0,9.30,2.35,2
418,402485.28,4314096.22,Manhole,0,8.00,7.10,1
427,401077.68,4314309.24,Manhole,0,8.00,2.55,1
124,398636.90,4315867.35,Manhole,0,8.70,4.88,1
40,399122.07,4316296.51,Manhole,0,8.70,2.59,3
191,404874.09,4318344.06,Manhole,0,9.30,4.11,2
261,403896.32,4317619.61,Manhole,0,9.30,8.40,1
264,404514.57,4317955.83,Manhole,0,9.30,3.27,2
144,402490.38,4316687.32,Manhole,0,8.00,7.10,1
129,401095.23,4315861.51,Manhole,0,9.40,8.50,1
44,399125.89,4317085.87,Manhole,0,8.70,3.77,2
39,399119.98,4315866.20,Manhole,0,8.70,7.80,1
52,398188.72,4315868.41,Manhole,0,8.70,5.86,1
453,404874.09,4318712.72,Manhole,0,9.70,4.98,1
265,404516.41,4317616.77,Manhole,0,9.30,4.00,2
327,404874.10,4317954.85,Manhole,0,9.30,7.10,1
136,398646.31,4317090.21,Manhole,0,9.30,4.44,2
127,397709.21,4315869.14,Manhole,0,8.70,7.80,1
263,404510.44,4318714.61,Manhole,0,9.70,6.47,1
266,404517.50,4317416.48,Manhole,0,9.30,4.55,2
328,404874.10,4317615.13,Manhole,0,9.30,8.40,1
130,398643.36,4316707.62,Manhole,0,9.30,4.94,2
259,403902.56,4318717.78,Manhole,0,9.70,8.80,1
262,403895.17,4317417.44,Manhole,0,9.30,5.92,2
53,398192.74,4316708.11,Manhole,0,9.30,5.53,2
460,403893.19,4317068.08,Manhole,0,8.70,7.80,1
329,403566.97,4317417.95,Manhole,0,9.30,6.65,2
59,398194.59,4317094.29,Manhole,0,9.30,6.16,2
339,403566.91,4317068.02,Manhole,0,8.70,7.80,1
