1	24	218.6	211.5	42	28401.9076	4.3307	1.0000	29.5479
2	24	220.3	211.8	48	29899.4890	4.4477	1.0000	29.5479
3	24	222.2	215.5	42	29579.5885	5.1082	1.0000	29.5479
4	26	215.6	186.8	43	27152.4077	3.6355	0.5588	31.9288
5	24	215.2	186.1	42	26685.9593	3.8806	0.5263	32.1037
6	25	213.9	183.9	34	26919.2611	3.8706	0.5182	32.1474
7	19	217.7	188.1	38	29047.6646	4.7912	0.4967	32.2635
8	24	214.3	182.0	41	24715.8476	2.9550	0.4966	32.2639
9	22	226.7	199.7	42	28767.7036	4.3403	0.4890	32.3054
10	26	210.6	180.5	40	27053.4681	3.8239	0.4813	32.3466
11	26	217.6	180.2	42	25987.3992	3.4474	0.4688	32.4142
12	26	215.5	164.6	45	24558.8153	3.1767	0.4647	32.4362
13	25	212.9	181.6	39	24793.9428	3.0398	0.4608	32.4574
14	24	220.3	182.4	48	24503.4005	2.9362	0.4505	32.5128
15	24	218.6	182.7	42	23532.4785	2.8844	0.4092	32.7359
16	25	218.0	178.0	49	24621.5530	3.1229	0.4060	32.7531
17	24	222.2	179.4	42	24277.7066	3.3406	0.3990	32.7911
18	24	220.3	0.0	48	19483.0913	1.8345	0.0000	34.9438
19	24	218.6	0.0	42	19630.2133	1.8777	0.0000	34.9438
20	24	214.3	0.0	41	19563.9309	1.8889	0.0000	34.9438
