PipeID,UpNode,DownNode,UpBottomElev,DownBottomElev,Shape,Height,Width,HydrolicRadius,Length,Slope,DesignFlow,CapitalCost(CNY),HasPump
8,3,5,3.10,8.70,CIRC,0.70,0.70,0.17,897.69,-0.01,150,3298010,1
96,5,71,8.70,7.86,CIRC,0.70,0.70,0.17,643.77,0.00,150,112506,0
33,31,32,3.88,3.41,CIRC,0.70,0.70,0.17,359.73,0.00,150,146758,0
248,161,160,8.50,7.42,CIRC,0.20,0.20,0.05,361.12,0.00,5,20982,0
263,164,165,6.07,5.63,CIRC,0.30,0.30,0.07,199.80,0.00,25,31980,0
322,159,164,9.00,7.47,CIRC,0.20,0.20,0.05,399.42,0.00,9,17659,0
329,165,160,5.58,4.78,CIRC,0.35,0.35,0.09,401.27,0.00,35,87975,0
330,160,31,4.68,4.13,CIRC,0.45,0.45,0.11,422.59,0.00,48,120760,0
262,166,165,8.50,7.11,CIRC,0.20,0.20,0.05,362.47,0.00,7,19277,0
325,170,164,7.03,6.07,CIRC,0.30,0.30,0.07,319.38,0.00,16,33520,0
281,171,170,7.90,7.13,CIRC,0.20,0.20,0.05,200.48,0.00,3,7561,0
251,158,403,8.60,7.90,CIRC,0.60,0.60,0.15,422.78,0.00,105,47314,0
254,163,162,2.67,2.08,CIRC,0.60,0.60,0.15,322.84,0.00,93,138606,0
253,55,163,3.56,2.67,CIRC,0.60,0.60,0.15,478.88,0.00,89,182087,0
326,134,57,6.47,4.73,CIRC,0.20,0.20,0.05,453.33,0.00,15,77815,0
75,57,55,4.63,3.86,CIRC,0.30,0.30,0.07,344.98,0.00,19,88025,0
327,42,134,7.90,6.47,CIRC,0.20,0.20,0.05,478.04,0.00,9,33266,0
252,162,158,2.08,8.60,CIRC,0.60,0.60,0.15,396.22,-0.02,100,2410903,1
289,169,56,7.80,6.36,CIRC,0.30,0.30,0.07,478.75,0.00,17,36862,0
199,132,133,9.00,7.51,CIRC,0.20,0.20,0.05,388.18,0.00,9,21608,0
193,402,133,9.10,7.44,CIRC,0.30,0.30,0.07,745.90,0.00,19,46411,0
290,133,56,7.31,6.63,CIRC,0.40,0.40,0.10,455.46,0.00,42,56974,0
74,56,55,6.16,5.56,CIRC,0.50,0.50,0.12,390.26,0.00,68,76627,0
35,403,30,7.90,7.33,CIRC,0.60,0.60,0.15,341.85,0.00,105,45089,0
19,18,404,7.20,6.80,CIRC,0.20,0.20,0.05,105.16,0.00,12,3023,0
21,404,17,6.80,6.45,CIRC,0.20,0.20,0.05,91.72,0.00,12,4346,0
321,17,30,6.45,4.85,CIRC,0.20,0.20,0.05,531.08,0.00,12,70326,0
34,30,31,4.45,4.14,CIRC,0.60,0.60,0.15,198.02,0.00,113,64090,0
458,258,147,7.90,6.43,CIRC,0.20,0.20,0.05,383.25,0.00,6,21151,0
225,148,461,5.38,4.66,CIRC,0.30,0.30,0.07,324.16,0.00,17,56152,0
227,149,148,7.90,5.48,CIRC,0.20,0.20,0.05,630.51,0.00,5,50074,0
226,461,147,4.66,6.33,CIRC,0.30,0.30,0.07,340.57,0.00,29,1055539,1
613,323,446,10.40,9.87,CIRC,0.70,0.70,0.17,381.26,0.00,137,63489,0
233,154,456,10.80,9.84,CIRC,0.30,0.30,0.07,434.10,0.00,27,21413,0
669,337,336,7.90,6.51,CIRC,0.30,0.30,0.07,462.41,0.00,17,95314,0
677,333,337,9.30,8.00,CIRC,0.20,0.20,0.05,432.80,0.00,9,34183,0
667,336,456,6.31,5.73,CIRC,0.50,0.50,0.12,380.20,0.00,69,126526,0
231,456,446,5.63,9.97,CIRC,0.60,0.60,0.15,394.33,0.00,94,2309731,1
591,153,458,5.29,4.72,CIRC,0.40,0.40,0.10,377.78,0.00,40,102661,0
557,302,437,10.90,8.12,CIRC,0.20,0.20,0.05,725.46,0.00,10,64494,0
235,437,153,7.97,5.34,CIRC,0.35,0.35,0.09,1315.08,0.00,33,278690,0
674,458,332,4.72,10.70,CIRC,0.40,0.40,0.10,476.03,-0.01,45,1424950,1
673,332,336,10.65,10.09,CIRC,0.45,0.45,0.11,433.51,0.00,49,30075,0
567,309,310,6.68,6.19,CIRC,0.30,0.30,0.07,198.12,0.00,30,18825,0
565,448,309,7.80,7.04,CIRC,0.30,0.30,0.07,340.39,0.00,19,15102,0
643,330,310,4.29,3.82,CIRC,0.45,0.45,0.11,358.99,0.00,48,91569,0
645,310,313,3.77,7.89,CIRC,0.50,0.50,0.12,733.08,-0.01,79,2139509,1
582,313,457,7.79,7.15,CIRC,0.60,0.60,0.15,356.74,0.00,95,87796,0
578,441,152,7.00,4.54,CIRC,0.40,0.40,0.10,1639.38,0.00,46,320670,0
577,152,457,4.54,3.97,CIRC,0.40,0.40,0.10,382.51,0.00,46,149905,0
579,463,449,10.90,9.59,CIRC,0.20,0.20,0.05,341.45,0.00,7,13215,0
638,449,309,9.59,6.78,CIRC,0.20,0.20,0.05,732.80,0.00,7,48909,0
675,324,314,10.40,8.61,CIRC,0.20,0.20,0.05,468.10,0.00,13,29691,0
581,314,313,8.61,8.19,CIRC,0.20,0.20,0.05,109.19,0.00,13,13276,0
671,457,323,3.67,10.40,CIRC,0.70,0.70,0.17,468.69,-0.01,131,2912306,1
684,462,340,7.90,6.56,CIRC,0.20,0.20,0.05,349.16,0.00,3,18122,0
687,155,340,5.44,4.88,CIRC,0.40,0.40,0.10,373.16,0.00,43,66658,0
564,311,439,7.90,6.47,CIRC,0.20,0.20,0.05,374.42,0.00,14,20345,0
228,439,155,6.37,5.54,CIRC,0.30,0.30,0.07,355.04,0.00,29,42992,0
686,340,330,4.88,4.34,CIRC,0.40,0.40,0.10,363.90,0.00,45,76753,0
493,468,283,10.90,9.65,CIRC,0.20,0.20,0.05,326.34,0.00,1,12971,0
492,433,283,7.94,7.29,CIRC,0.35,0.35,0.09,326.07,0.00,37,58466,0
703,349,278,9.19,8.22,CIRC,0.30,0.30,0.07,442.29,0.00,24,54680,0
749,473,349,10.80,9.19,CIRC,0.30,0.30,0.07,726.06,0.00,22,47806,0
504,277,278,10.50,9.73,CIRC,0.20,0.20,0.05,201.17,0.00,4,7600,0
502,278,433,8.22,7.99,CIRC,0.30,0.30,0.07,93.97,0.00,30,13712,0
747,283,471,7.24,7.70,CIRC,0.40,0.40,0.10,389.80,0.00,39,1302470,1
239,156,470,8.80,8.26,CIRC,0.70,0.70,0.17,389.78,0.00,139,77550,0
238,470,471,8.26,7.40,CIRC,0.70,0.70,0.17,656.20,0.00,147,178947,0
709,352,350,6.43,5.34,CIRC,0.20,0.20,0.05,364.03,0.00,6,51533,0
821,346,352,7.20,6.43,CIRC,0.20,0.20,0.05,201.19,0.00,4,7601,0
765,344,361,4.57,3.28,CIRC,0.20,0.20,0.05,337.01,0.00,14,108509,0
737,360,342,7.83,7.32,CIRC,0.50,0.50,0.12,336.33,0.00,71,79654,0
721,341,347,6.85,6.57,CIRC,0.50,0.50,0.12,201.18,0.00,80,58155,0
697,342,341,7.32,6.85,CIRC,0.50,0.50,0.12,328.58,0.00,79,87447,0
728,361,360,3.05,7.98,CIRC,0.35,0.35,0.09,393.11,-0.02,36,1272968,1
727,280,357,10.80,10.09,CIRC,0.30,0.30,0.07,319.90,0.00,18,13827,0
722,194,357,9.56,8.68,CIRC,0.30,0.30,0.07,394.56,0.00,16,44301,0
312,182,194,10.90,9.66,CIRC,0.20,0.20,0.05,324.45,0.00,9,16069,0
729,357,360,8.63,7.98,CIRC,0.35,0.35,0.09,325.72,0.00,34,53028,0
822,364,495,7.20,5.70,CIRC,0.20,0.20,0.05,391.45,0.00,1,21914,0
788,488,199,7.50,6.04,CIRC,0.20,0.20,0.05,382.31,0.00,4,21065,0
315,199,495,6.04,4.85,CIRC,0.20,0.20,0.05,309.38,0.00,10,36023,0
317,495,197,4.85,4.06,CIRC,0.20,0.20,0.05,262.91,0.00,14,58799,0
768,197,361,3.96,3.10,CIRC,0.30,0.30,0.07,391.92,0.00,22,137910,0
706,347,348,6.57,6.12,CIRC,0.50,0.50,0.12,330.30,0.00,81,103146,0
738,348,282,6.12,5.66,CIRC,0.50,0.50,0.12,336.29,0.00,84,114859,0
497,282,286,5.56,4.81,CIRC,0.60,0.60,0.15,390.81,-0.01,86,144225,0
818,496,295,7.20,5.69,CIRC,0.20,0.20,0.05,393.50,0.00,4,22107,0
495,295,286,5.69,4.69,CIRC,0.20,0.20,0.05,333.93,0.00,14,60297,0
767,350,344,5.34,4.57,CIRC,0.20,0.20,0.05,201.18,0.00,6,51736,0
761,286,156,4.29,8.90,CIRC,0.60,0.60,0.15,391.37,0.00,102,2423942,1
757,477,476,2.54,1.40,CIRC,0.35,0.35,0.09,568.98,0.00,37,189002,0
758,476,475,1.40,0.91,CIRC,0.35,0.35,0.09,244.69,0.00,37,92017,0
499,268,287,5.99,4.51,CIRC,0.20,0.20,0.05,387.77,0.00,4,52388,0
763,479,287,5.51,4.76,CIRC,0.30,0.30,0.07,335.30,0.00,20,53063,0
786,345,351,7.50,6.73,CIRC,0.20,0.20,0.05,201.19,0.00,5,7601,0
708,351,479,6.63,5.51,CIRC,0.30,0.30,0.07,373.14,0.00,19,39831,0
538,151,268,7.50,5.99,CIRC,0.20,0.20,0.05,393.39,0.00,3,22097,0
764,287,157,4.41,3.54,CIRC,0.30,0.30,0.07,392.80,0.00,28,82892,0
759,157,478,3.49,3.08,CIRC,0.35,0.35,0.09,206.46,0.00,31,53348,0
760,478,477,3.08,2.54,CIRC,0.35,0.35,0.09,269.43,0.00,31,77611,0
762,475,156,0.91,9.15,CIRC,0.35,0.35,0.09,230.14,-0.04,37,1229394,1
435,70,217,8.00,5.61,CIRC,0.20,0.20,0.05,624.46,0.00,4,49217,0
379,217,143,5.51,4.58,CIRC,0.30,0.30,0.07,417.53,0.00,16,64748,0
220,150,143,2.25,1.50,CIRC,0.60,0.60,0.15,460.50,0.00,107,182368,0
378,128,143,8.60,6.97,CIRC,0.20,0.20,0.05,426.08,0.00,7,10477,0
219,143,65,1.40,0.46,CIRC,0.70,0.70,0.17,624.90,0.00,124,314460,0
86,65,64,0.46,6.70,CIRC,0.70,0.70,0.17,427.82,-0.01,129,2870650,1
428,231,234,8.50,6.78,CIRC,0.20,0.20,0.05,448.67,0.00,9,21950,0
416,233,234,5.95,5.06,CIRC,0.30,0.30,0.07,406.07,0.00,25,61517,0
419,145,233,7.20,6.05,CIRC,0.20,0.20,0.05,382.38,0.00,14,25757,0
382,220,215,8.50,6.76,CIRC,0.20,0.20,0.05,453.25,0.00,14,28092,0
381,215,216,6.65,5.67,CIRC,0.30,0.30,0.07,442.83,0.00,26,57080,0
413,69,216,8.00,5.61,CIRC,0.20,0.20,0.05,623.88,0.00,10,49136,0
409,232,215,8.50,6.75,CIRC,0.20,0.20,0.05,456.96,0.00,7,28487,0
414,216,235,5.41,4.72,CIRC,0.40,0.40,0.10,458.49,0.00,43,87135,0
415,235,234,4.67,4.06,CIRC,0.45,0.45,0.11,467.92,0.00,53,113242,0
427,234,146,4.01,3.49,CIRC,0.50,0.50,0.12,385.38,-0.01,85,103340,0
221,146,150,3.39,2.25,CIRC,0.60,0.60,0.15,618.28,0.00,90,206908,0
62,385,420,6.32,5.28,CIRC,0.35,0.35,0.09,520.63,0.00,34,58885,0
60,61,385,7.90,6.47,CIRC,0.20,0.20,0.05,373.59,0.00,12,16527,0
389,222,114,4.58,4.00,CIRC,0.45,0.45,0.11,442.49,0.00,56,114469,0
137,51,115,8.40,7.42,CIRC,0.30,0.30,0.07,439.04,0.00,20,21910,0
141,115,114,6.83,5.93,CIRC,0.35,0.35,0.09,451.67,0.00,33,57644,0
83,67,63,8.50,7.15,CIRC,0.30,0.30,0.07,450.49,0.00,20,33693,0
142,63,113,2.46,8.80,CIRC,0.60,0.60,0.15,703.84,-0.01,115,2727958,1
140,114,63,3.95,2.56,CIRC,0.50,0.50,0.12,1022.39,0.00,83,377962,0
406,229,115,8.20,6.98,CIRC,0.20,0.20,0.05,405.49,0.00,7,22874,0
390,420,222,5.18,4.58,CIRC,0.45,0.45,0.11,458.72,0.00,48,92999,0
391,419,420,3.95,5.33,CIRC,0.30,0.30,0.07,1321.38,-0.00,17,919853,1
82,416,34,9.85,8.24,CIRC,0.35,0.35,0.09,805.41,0.00,34,59282,0
46,34,38,8.09,7.38,CIRC,0.50,0.50,0.12,431.78,-0.00,62,66007,0
372,214,45,8.50,6.73,CIRC,0.30,0.30,0.07,805.29,0.00,26,56496,0
45,45,38,6.68,5.82,CIRC,0.35,0.35,0.09,430.22,0.00,33,71367,0
144,113,38,8.70,7.50,CIRC,0.70,0.70,0.17,805.36,0.00,124,148609,0
370,112,414,4.84,4.39,CIRC,0.90,0.90,0.23,426.04,-0.01,209,205026,0
143,38,112,5.27,4.84,CIRC,0.90,0.90,0.23,409.75,0.00,209,193527,0
65,60,33,3.93,3.58,CIRC,0.90,0.90,0.23,346.43,0.00,220,177022,0
66,33,415,3.48,2.46,CIRC,1.00,1.00,0.25,805.29,0.00,255,507757,0
84,47,387,1.61,1.10,CIRC,1.00,1.00,0.25,426.67,0.00,278,278107,0
63,415,47,2.46,1.61,CIRC,1.00,1.00,0.25,703.93,-0.01,278,457572,0
369,414,60,4.39,3.93,CIRC,0.90,0.90,0.23,450.99,0.00,220,220023,0
395,144,418,7.20,7.20,CIRC,0.20,0.20,0.05,2591.11,0.00,11,574940,1
393,418,227,7.20,4.57,CIRC,0.20,0.20,0.05,687.14,0.00,11,58450,0
490,129,427,8.60,2.65,CIRC,0.20,0.20,0.05,1552.37,0.00,6,211750,0
489,427,227,2.65,4.57,CIRC,0.20,0.20,0.05,1261.88,-0.00,6,617396,1
392,227,419,4.47,3.95,CIRC,0.30,0.30,0.07,231.02,0.00,17,41521,0
87,387,64,1.10,6.40,CIRC,1.00,1.00,0.25,1837.92,-0.00,283,5525003,1
799,486,373,7.10,5.71,CIRC,0.30,0.30,0.07,602.58,0.00,29,36428,0
801,304,372,7.90,6.41,CIRC,0.30,0.30,0.07,675.55,0.00,25,42438,0
798,372,373,6.03,5.23,CIRC,0.45,0.45,0.11,619.90,0.00,51,90390,0
802,373,305,5.18,4.00,CIRC,0.50,0.50,0.12,898.29,0.00,84,2223599,1
800,303,371,9.60,7.92,CIRC,0.20,0.20,0.05,439.08,0.00,6,26609,0
797,371,372,7.82,6.18,CIRC,0.30,0.30,0.07,732.48,0.00,18,82877,0
552,301,305,7.20,4.30,CIRC,0.20,0.20,0.05,756.84,0.00,9,69672,0
139,396,397,7.70,6.51,CIRC,0.40,0.40,0.10,789.43,0.00,44,57442,0
